method	class	precision	recall	f1_score	support	specificity	Cell Labels	category	dataset
scPred	UNLABELED	0	0	0	0	0.984220183			Lung
CaSTLe	ALVEOLAR_CELL	0.934996221	0.92659176	0.930775019	1335	0.998295004	ALVEOLAR_CELL	Epithelial	Lung
CaSTLe	BASAL_CELLS	0.87755102	0.632352941	0.735042735	68	0.999883962	BASAL_CELLS	Epithelial	Lung
CaSTLe	B_CELLS	0.977711738	0.971217712	0.974453906	4065	0.998113603	B_CELLS	Immune	Lung
CaSTLe	CANCER_CELLS	0.976047103	0.982489224	0.979257569	7424	0.995964014	CANCER_CELLS	Tumour	Lung
CaSTLe	DENDRITIC_CELLS	0.893577982	0.83105802	0.861184792	586	0.998866944	DENDRITIC_CELLS	Immune	Lung
CaSTLe	ENDOTHELIAL_CELL	0.98415978	0.948241539	0.965866847	1507	0.999542452	ENDOTHELIAL_CELL	Endothelial	Lung
CaSTLe	EPITHELIAL_CELLS	0.923076923	0.755905512	0.831168831	381	0.999533019	EPITHELIAL_CELLS	Epithelial	Lung
CaSTLe	ERYTHROBLASTS	0	0	0	8	1	ERYTHROBLASTS	Immune	Lung
CaSTLe	FIBROBLASTS	0.992836676	0.949315068	0.970588235	1460	0.999801252	FIBROBLASTS	Fibroblast	Lung
CaSTLe	GRANULOCYTES	0.888888889	0.737945493	0.806414662	477	0.999142267	GRANULOCYTES	Immune	Lung
CaSTLe	LANGERHANS_CELLS	0.850594228	0.701680672	0.768994628	714	0.998276571	LANGERHANS_CELLS	Immune	Lung
CaSTLe	LYMPHATIC_EC	0.915492958	0.764705882	0.833333333	85	0.999883923	LYMPHATIC_EC	Endothelial	Lung
CaSTLe	MACROPHAGES	0.948394082	0.982185125	0.96499388	8027	0.990193837	MACROPHAGES	Immune	Lung
CaSTLe	MAST_CELLS	0.994880546	0.951060359	0.972477064	613	0.999941363	MAST_CELLS	Immune	Lung
CaSTLe	NATURAL_KILLER_CELLS	0.96259185	0.827685238	0.89005559	1741	0.998880761	NATURAL_KILLER_CELLS	Immune	Lung
CaSTLe	SECRETORY_CLUB_CELLS	0.909836066	0.822222222	0.86381323	135	0.999786987	SECRETORY_CLUB_CELLS	Epithelial	Lung
CaSTLe	T_CELLS	0.975691356	0.995248175	0.985372739	23149	0.979948299	T_CELLS	Immune	Lung
CHETAH	ALVEOLAR_CELL	0.924690181	0.72659176	0.813758389	1335	0.998433783	ALVEOLAR_CELL	Epithelial	Lung
CHETAH	BASAL_CELLS	0.552380952	0.852941176	0.670520231	68	0.999091032	BASAL_CELLS	Epithelial	Lung
CHETAH	B_CELLS	0.771838654	0.767281673	0.769553417	4065	0.980674911	B_CELLS	Immune	Lung
CHETAH	CANCER_CELLS	0.804874835	0.822871767	0.813773811	7424	0.966607292	CANCER_CELLS	Tumour	Lung
CHETAH	DENDRITIC_CELLS	0.24617737	0.549488055	0.340021119	586	0.980738049	DENDRITIC_CELLS	Immune	Lung
CHETAH	ENDOTHELIAL_CELL	0.625	0.743198407	0.678993634	1507	0.986631654	ENDOTHELIAL_CELL	Endothelial	Lung
CHETAH	EPITHELIAL_CELLS	0.528072838	0.913385827	0.669230769	381	0.99394871	EPITHELIAL_CELLS	Epithelial	Lung
CHETAH	ERYTHROBLASTS	0.001594896	0.125	0.003149606	8	0.987907354	ERYTHROBLASTS	Immune	Lung
CHETAH	FIBROBLASTS	0.975317876	0.893150685	0.932427601	1460	0.999344132	FIBROBLASTS	Fibroblast	Lung
CHETAH	GRANULOCYTES	0.381395349	0.859538784	0.528350515	477	0.987036532	GRANULOCYTES	Immune	Lung
CHETAH	LANGERHANS_CELLS	0.390977444	0.291316527	0.333868379	714	0.993654648	LANGERHANS_CELLS	Immune	Lung
CHETAH	LYMPHATIC_EC	0.51572327	0.964705882	0.672131148	85	0.99851035	LYMPHATIC_EC	Endothelial	Lung
CHETAH	MACROPHAGES	0.978740157	0.774261866	0.864575363	8027	0.996914145	MACROPHAGES	Immune	Lung
CHETAH	MAST_CELLS	0.992932862	0.91680261	0.953350297	613	0.999921817	MAST_CELLS	Immune	Lung
CHETAH	NATURAL_KILLER_CELLS	0.84605598	0.763928777	0.802897676	1741	0.995163289	NATURAL_KILLER_CELLS	Immune	Lung
CHETAH	SECRETORY_CLUB_CELLS	0.746753247	0.851851852	0.795847751	135	0.999244771	SECRETORY_CLUB_CELLS	Epithelial	Lung
CHETAH	T_CELLS	0.98557909	0.755799387	0.855529205	23149	0.991057081	T_CELLS	Immune	Lung
CHETAH	UNLABELED	0	0	0	0	0.901361661			Lung
scID	ALVEOLAR_CELL	0.922297297	0.408988764	0.566683965	1335	0.999088025	ALVEOLAR_CELL	Epithelial	Lung
scID	BASAL_CELLS	0.031301483	0.838235294	0.060349391	68	0.965884696	BASAL_CELLS	Epithelial	Lung
scID	B_CELLS	0.99748005	0.584255843	0.736891095	4065	0.99987424	B_CELLS	Immune	Lung
scID	CANCER_CELLS	0.998935037	0.126346983	0.224321416	7424	0.999977453	CANCER_CELLS	Tumour	Lung
scID	DENDRITIC_CELLS	0.147045137	0.539249147	0.231078611	586	0.964191526	DENDRITIC_CELLS	Immune	Lung
scID	ENDOTHELIAL_CELL	0.969887077	0.512939615	0.671006944	1507	0.999522559	ENDOTHELIAL_CELL	Endothelial	Lung
scID	EPITHELIAL_CELLS	0.68956044	0.658792651	0.673825503	381	0.9978013	EPITHELIAL_CELLS	Epithelial	Lung
scID	ERYTHROBLASTS	0	0	0	8	0.886433442	ERYTHROBLASTS	Immune	Lung
scID	FIBROBLASTS	1	0.419863014	0.591413411	1460	1	FIBROBLASTS	Fibroblast	Lung
scID	GRANULOCYTES	0.07101149	0.790356394	0.130314552	477	0.903855901	GRANULOCYTES	Immune	Lung
scID	LANGERHANS_CELLS	0.408906883	0.141456583	0.210197711	714	0.997140675	LANGERHANS_CELLS	Immune	Lung
scID	LYMPHATIC_EC	1	0.541176471	0.702290076	85	1	LYMPHATIC_EC	Endothelial	Lung
scID	MACROPHAGES	0.984771574	0.048336863	0.092150576	8027	0.999862851	MACROPHAGES	Immune	Lung
scID	MAST_CELLS	0.987234043	0.756933116	0.85687904	613	0.999882725	MAST_CELLS	Immune	Lung
scID	NATURAL_KILLER_CELLS	0.003056268	0.032165422	0.005582137	1741	0.634908262	NATURAL_KILLER_CELLS	Immune	Lung
scID	SECRETORY_CLUB_CELLS	0.006681514	0.177777778	0.012878991	135	0.930906274	SECRETORY_CLUB_CELLS	Epithelial	Lung
scID	T_CELLS	0.965292096	0.121344335	0.215587705	23149	0.996471739	T_CELLS	Immune	Lung
scID	UNLABELED	0	0	0	0	0.904413327			Lung
scmapcell	ALVEOLAR_CELL	0.967313585	0.709363296	0.818496111	1335	0.999365583	ALVEOLAR_CELL	Epithelial	Lung
scmapcell	BASAL_CELLS	0.966666667	0.426470588	0.591836735	68	0.99998066	BASAL_CELLS	Epithelial	Lung
scmapcell	B_CELLS	0.992639327	0.696678967	0.818733738	4065	0.999559841	B_CELLS	Immune	Lung
scmapcell	CANCER_CELLS	0.996796657	0.96403556	0.980142427	7424	0.99948141	CANCER_CELLS	Tumour	Lung
scmapcell	DENDRITIC_CELLS	0.956937799	0.682593857	0.796812749	586	0.999648362	DENDRITIC_CELLS	Immune	Lung
scmapcell	ENDOTHELIAL_CELL	0.994886779	0.903782349	0.947148818	1507	0.999860746	ENDOTHELIAL_CELL	Endothelial	Lung
scmapcell	EPITHELIAL_CELLS	0.673245614	0.805774278	0.733572282	381	0.997100829	EPITHELIAL_CELLS	Epithelial	Lung
scmapcell	ERYTHROBLASTS	0	0	0	8	1	ERYTHROBLASTS	Immune	Lung
scmapcell	FIBROBLASTS	0.997739261	0.906849315	0.950125583	1460	0.999940376	FIBROBLASTS	Fibroblast	Lung
scmapcell	GRANULOCYTES	0.99543379	0.457023061	0.626436782	477	0.999980506	GRANULOCYTES	Immune	Lung
scmapcell	LANGERHANS_CELLS	0.889460154	0.484593838	0.627379873	714	0.99915787	LANGERHANS_CELLS	Immune	Lung
scmapcell	LYMPHATIC_EC	0.95	0.223529412	0.361904762	85	0.999980654	LYMPHATIC_EC	Endothelial	Lung
scmapcell	MACROPHAGES	0.971210948	0.93721191	0.953908578	8027	0.994902624	MACROPHAGES	Immune	Lung
scmapcell	MAST_CELLS	0.998242531	0.926590538	0.96108291	613	0.999980454	MAST_CELLS	Immune	Lung
scmapcell	NATURAL_KILLER_CELLS	0.961625282	0.489373923	0.648648649	1741	0.999320462	NATURAL_KILLER_CELLS	Immune	Lung
scmapcell	SECRETORY_CLUB_CELLS	0.941176471	0.355555556	0.516129032	135	0.999941905	SECRETORY_CLUB_CELLS	Epithelial	Lung
scmapcell	T_CELLS	0.982401214	0.894639077	0.93646846	23149	0.987039754	T_CELLS	Immune	Lung
scmapcell	UNLABELED	0	0	0	0	0.880212458			Lung
scmapcluster	ALVEOLAR_CELL	0.9797023	0.542322097	0.698167792	1335	0.999702617	ALVEOLAR_CELL	Epithelial	Lung
scmapcluster	BASAL_CELLS	0.594059406	0.882352941	0.710059172	68	0.999207071	BASAL_CELLS	Epithelial	Lung
scmapcluster	B_CELLS	0.957637	0.606150062	0.742392287	4065	0.997715364	B_CELLS	Immune	Lung
scmapcluster	CANCER_CELLS	0.983022544	0.47575431	0.641190887	7424	0.998624608	CANCER_CELLS	Tumour	Lung
scmapcluster	DENDRITIC_CELLS	0.483050847	0.486348123	0.484693878	586	0.994041689	DENDRITIC_CELLS	Immune	Lung
scmapcluster	ENDOTHELIAL_CELL	0.996535797	0.572660916	0.727349347	1507	0.99994032	ENDOTHELIAL_CELL	Endothelial	Lung
scmapcluster	EPITHELIAL_CELLS	0.524752475	0.834645669	0.6443769	381	0.994396233	EPITHELIAL_CELLS	Epithelial	Lung
scmapcluster	ERYTHROBLASTS	0.216216216	1	0.355555556	8	0.999439798	ERYTHROBLASTS	Immune	Lung
scmapcluster	FIBROBLASTS	0.995327103	0.729452055	0.841897233	1460	0.999900626	FIBROBLASTS	Fibroblast	Lung
scmapcluster	GRANULOCYTES	0.692998205	0.809224319	0.746615087	477	0.996666537	GRANULOCYTES	Immune	Lung
scmapcluster	LANGERHANS_CELLS	0.399217221	0.857142857	0.544726302	714	0.98196275	LANGERHANS_CELLS	Immune	Lung
scmapcluster	LYMPHATIC_EC	0.194711538	0.952941176	0.323353293	85	0.993519056	LYMPHATIC_EC	Endothelial	Lung
scmapcluster	MACROPHAGES	0.976261976	0.850504547	0.909054594	8027	0.996205541	MACROPHAGES	Immune	Lung
scmapcluster	MAST_CELLS	0.998275862	0.944535073	0.970662196	613	0.999980454	MAST_CELLS	Immune	Lung
scmapcluster	NATURAL_KILLER_CELLS	0.522953451	0.935669156	0.67092257	1741	0.970300196	NATURAL_KILLER_CELLS	Immune	Lung
scmapcluster	SECRETORY_CLUB_CELLS	0.530973451	0.888888889	0.664819945	135	0.997947328	SECRETORY_CLUB_CELLS	Epithelial	Lung
scmapcluster	T_CELLS	0.988669548	0.73126269	0.840704229	23149	0.993222944	T_CELLS	Immune	Lung
scmapcluster	UNLABELED	0	0	0	0	0.786422018			Lung
singleR	ALVEOLAR_CELL	0.914110429	0.781273408	0.842487884	1335	0.998057098	ALVEOLAR_CELL	Epithelial	Lung
singleR	BASAL_CELLS	0.459854015	0.926470588	0.614634146	68	0.998568859	BASAL_CELLS	Epithelial	Lung
singleR	B_CELLS	0.636900958	0.980811808	0.772300242	4065	0.952357996	B_CELLS	Immune	Lung
singleR	CANCER_CELLS	0.993613398	0.943022629	0.967657222	7424	0.998985367	CANCER_CELLS	Tumour	Lung
singleR	DENDRITIC_CELLS	0.712454212	0.663822526	0.687279152	586	0.996932935	DENDRITIC_CELLS	Immune	Lung
singleR	ENDOTHELIAL_CELL	0.998489426	0.877239549	0.933945602	1507	0.999960213	ENDOTHELIAL_CELL	Endothelial	Lung
singleR	EPITHELIAL_CELLS	0.602716469	0.93175853	0.731958763	381	0.995446939	EPITHELIAL_CELLS	Epithelial	Lung
singleR	ERYTHROBLASTS	0.375	0.375	0.375	8	0.999903413	ERYTHROBLASTS	Immune	Lung
singleR	FIBROBLASTS	1	0.934246575	0.966005666	1460	1	FIBROBLASTS	Fibroblast	Lung
singleR	GRANULOCYTES	0.581550802	0.911949686	0.710204082	477	0.993898398	GRANULOCYTES	Immune	Lung
singleR	LANGERHANS_CELLS	0.361484669	0.941176471	0.522347454	714	0.976753295	LANGERHANS_CELLS	Immune	Lung
singleR	LYMPHATIC_EC	0.571428571	0.988235294	0.724137931	85	0.998781196	LYMPHATIC_EC	Endothelial	Lung
singleR	MACROPHAGES	0.985375841	0.839416968	0.906559031	8027	0.997714181	MACROPHAGES	Immune	Lung
singleR	MAST_CELLS	0.993220339	0.955954323	0.974231089	613	0.999921817	MAST_CELLS	Immune	Lung
singleR	NATURAL_KILLER_CELLS	0.468906163	0.970132108	0.632229085	1741	0.961765999	NATURAL_KILLER_CELLS	Immune	Lung
singleR	SECRETORY_CLUB_CELLS	0.660098522	0.992592593	0.792899408	135	0.998663826	SECRETORY_CLUB_CELLS	Epithelial	Lung
singleR	T_CELLS	0.988695607	0.827422351	0.900898358	23149	0.992349612	T_CELLS	Immune	Lung
cibersort	ACINAR_CELL	0.991127349	0.981395349	0.986237341	1935	0.999694217	ACINAR_CELL	Epithelial	Pancreatic
cibersort	B_CELL	0.918640183	0.982836126	0.949654492	2447	0.996133108	B_CELL	Immune	Pancreatic
cibersort	DUCTAL_CELL_TYPE_1	0.939922837	0.991761171	0.965146442	10317	0.986147883	DUCTAL_CELL_TYPE_1	Epithelial	Pancreatic
cibersort	DUCTAL_CELL_TYPE_2	0.989949302	0.983650022	0.986789609	11315	0.997554906	DUCTAL_CELL_TYPE_2	Tumour	Pancreatic
cibersort	ENDOCRINE_CELL	0.979591837	0.724279835	0.832807571	729	0.999806341	ENDOCRINE_CELL	Secretory	Pancreatic
cibersort	ENDOTHELIAL_CELL	0.991022099	0.944389602	0.967144061	9117	0.998388862	ENDOTHELIAL_CELL	Endothelial	Pancreatic
cibersort	FIBROBLAST	0.993703148	0.983091071	0.988368625	6742	0.999173033	FIBROBLAST	Fibroblast	Pancreatic
cibersort	MACROPHAGE	0.917155556	0.962320463	0.93919534	5361	0.991067492	MACROPHAGE	Immune	Pancreatic
cibersort	STELLATE_CELL	0.990311161	0.899779922	0.942877417	5907	0.998992697	STELLATE_CELL	Fibroblast	Pancreatic
cibersort	T_CELL	0.824032177	0.895628415	0.85833988	3660	0.987005755	T_CELL	Immune	Pancreatic
gsea	ACINAR_CELL	0.203055379	0.989147287	0.336942171	1935	0.864879935	ACINAR_CELL	Epithelial	Pancreatic
gsea	B_CELL	0.050868951	1	0.096813119	2447	0.171123577	B_CELL	Immune	Pancreatic
gsea	DUCTAL_CELL_TYPE_1	0	0	0	10317	1	DUCTAL_CELL_TYPE_1	Epithelial	Pancreatic
gsea	DUCTAL_CELL_TYPE_2	0	0	0	11315	1	DUCTAL_CELL_TYPE_2	Tumour	Pancreatic
gsea	ENDOCRINE_CELL	0	0	0	729	1	ENDOCRINE_CELL	Secretory	Pancreatic
gsea	ENDOTHELIAL_CELL	0	0	0	9117	1	ENDOTHELIAL_CELL	Endothelial	Pancreatic
gsea	FIBROBLAST	0	0	0	6742	1	FIBROBLAST	Fibroblast	Pancreatic
gsea	MACROPHAGE	0	0	0	5361	1	MACROPHAGE	Immune	Pancreatic
gsea	STELLATE_CELL	0	0	0	5907	1	STELLATE_CELL	Fibroblast	Pancreatic
gsea	T_CELL	0	0	0	3660	1	T_CELL	Immune	Pancreatic
gsva	ACINAR_CELL	0.991127349	0.981395349	0.986237341	1935	0.999694217	ACINAR_CELL	Epithelial	Pancreatic
gsva	B_CELL	0.918640183	0.982836126	0.949654492	2447	0.996133108	B_CELL	Immune	Pancreatic
gsva	DUCTAL_CELL_TYPE_1	0.939922837	0.991761171	0.965146442	10317	0.986147883	DUCTAL_CELL_TYPE_1	Epithelial	Pancreatic
gsva	DUCTAL_CELL_TYPE_2	0.989949302	0.983650022	0.986789609	11315	0.997554906	DUCTAL_CELL_TYPE_2	Tumour	Pancreatic
gsva	ENDOCRINE_CELL	0.979591837	0.724279835	0.832807571	729	0.999806341	ENDOCRINE_CELL	Secretory	Pancreatic
gsva	ENDOTHELIAL_CELL	0.991022099	0.944389602	0.967144061	9117	0.998388862	ENDOTHELIAL_CELL	Endothelial	Pancreatic
gsva	FIBROBLAST	0.960646823	0.995698606	0.977858704	6742	0.994585335	FIBROBLAST	Fibroblast	Pancreatic
gsva	MACROPHAGE	0.919917512	0.998507741	0.957602862	5361	0.991067492	MACROPHAGE	Immune	Pancreatic
gsva	STELLATE_CELL	0.990311161	0.899779922	0.942877417	5907	0.998992697	STELLATE_CELL	Fibroblast	Pancreatic
gsva	T_CELL	0.944027698	0.893989071	0.918327252	3660	0.996398738	T_CELL	Immune	Pancreatic
metaneighbor	ACINAR_CELL	0.991127349	0.981395349	0.986237341	1935	0.999694217	ACINAR_CELL	Epithelial	Pancreatic
metaneighbor	B_CELL	0.990990991	0.269718022	0.424028269	2447	0.999891073	B_CELL	Immune	Pancreatic
metaneighbor	DUCTAL_CELL_TYPE_1	0.998954112	0.740622274	0.850606702	10317	0.999830555	DUCTAL_CELL_TYPE_1	Epithelial	Pancreatic
metaneighbor	DUCTAL_CELL_TYPE_2	0.776103932	0.992576226	0.871092841	11315	0.929892892	DUCTAL_CELL_TYPE_2	Tumour	Pancreatic
metaneighbor	ENDOCRINE_CELL	0.979591837	0.724279835	0.832807571	729	0.999806341	ENDOCRINE_CELL	Secretory	Pancreatic
metaneighbor	ENDOTHELIAL_CELL	0.990108696	0.999122518	0.994595185	9117	0.99812034	ENDOTHELIAL_CELL	Endothelial	Pancreatic
metaneighbor	FIBROBLAST	0.920356408	0.99584693	0.956614661	6742	0.98856029	FIBROBLAST	Fibroblast	Pancreatic
metaneighbor	MACROPHAGE	0.711131799	0.997388547	0.830279503	5361	0.958366079	MACROPHAGE	Immune	Pancreatic
metaneighbor	STELLATE_CELL	0.990303934	0.899102759	0.942502218	5907	0.998992697	STELLATE_CELL	Fibroblast	Pancreatic
metaneighbor	T_CELL	0.996565934	0.792896175	0.883140596	3660	0.999814368	T_CELL	Immune	Pancreatic
ora	ACINAR_CELL	0.991127349	0.981395349	0.986237341	1935	0.999694217	ACINAR_CELL	Epithelial	Pancreatic
ora	B_CELL	0.769546028	0.997548018	0.868837872	2447	0.986729118	B_CELL	Immune	Pancreatic
ora	DUCTAL_CELL_TYPE_1	0.939922837	0.991761171	0.965146442	10317	0.986147883	DUCTAL_CELL_TYPE_1	Epithelial	Pancreatic
ora	DUCTAL_CELL_TYPE_2	0.989949302	0.983650022	0.986789609	11315	0.997554906	DUCTAL_CELL_TYPE_2	Tumour	Pancreatic
ora	ENDOCRINE_CELL	0.979591837	0.724279835	0.832807571	729	0.999806341	ENDOCRINE_CELL	Secretory	Pancreatic
ora	ENDOTHELIAL_CELL	0.991022099	0.944389602	0.967144061	9117	0.998388862	ENDOTHELIAL_CELL	Endothelial	Pancreatic
ora	FIBROBLAST	0.993703148	0.983091071	0.988368625	6742	0.999173033	FIBROBLAST	Fibroblast	Pancreatic
ora	MACROPHAGE	0.919917512	0.998507741	0.957602862	5361	0.991067492	MACROPHAGE	Immune	Pancreatic
ora	STELLATE_CELL	0.990311161	0.899779922	0.942877417	5907	0.998992697	STELLATE_CELL	Fibroblast	Pancreatic
ora	T_CELL	0.900309598	0.794535519	0.844121916	3660	0.994022647	T_CELL	Immune	Pancreatic
adobo	ACINAR_CELL	0.94292804	0.981912145	0.962025316	1935	0.997931469	ACINAR_CELL	Epithelial	Pancreatic
adobo	B_CELL	0.990990991	0.269718022	0.424028269	2447	0.999891073	B_CELL	Immune	Pancreatic
adobo	DUCTAL_CELL_TYPE_1	0.965968586	0.250363478	0.397659918	10317	0.998072565	DUCTAL_CELL_TYPE_1	Epithelial	Pancreatic
adobo	DUCTAL_CELL_TYPE_2	0.984348365	0.561378701	0.714993246	11315	0.997814562	DUCTAL_CELL_TYPE_2	Tumour	Pancreatic
adobo	ENDOCRINE_CELL	0.977272727	0.589849108	0.735671514	729	0.999823947	ENDOCRINE_CELL	Secretory	Pancreatic
adobo	ENDOTHELIAL_CELL	0.991022099	0.944389602	0.967144061	9117	0.998388862	ENDOTHELIAL_CELL	Endothelial	Pancreatic
adobo	FIBROBLAST	0.993703148	0.983091071	0.988368625	6742	0.999173033	FIBROBLAST	Fibroblast	Pancreatic
adobo	MACROPHAGE	0	0	0	5361	1	MACROPHAGE	Immune	Pancreatic
adobo	STELLATE_CELL	0.988966008	0.940748265	0.964254728	5907	0.998798985	STELLATE_CELL	Fibroblast	Pancreatic
adobo	T_CELL	0.996565934	0.792896175	0.883140596	3660	0.999814368	T_CELL	Immune	Pancreatic
adobo	Unknown	0	0	0	0	0.628141839			Pancreatic
sccatch	ACINAR_CELL				1935	1	ACINAR_CELL	Epithelial	Pancreatic
sccatch	B_CELL				2447	1	B_CELL	Immune	Pancreatic
sccatch	DUCTAL_CELL_TYPE_1				10317	1	DUCTAL_CELL_TYPE_1	Epithelial	Pancreatic
sccatch	DUCTAL_CELL_TYPE_2				11315	1	DUCTAL_CELL_TYPE_2	Tumour	Pancreatic
sccatch	ENDOCRINE_CELL				729	1	ENDOCRINE_CELL	Secretory	Pancreatic
sccatch	ENDOTHELIAL_CELL				9117	1	ENDOTHELIAL_CELL	Endothelial	Pancreatic
sccatch	FIBROBLAST				6742	1	FIBROBLAST	Fibroblast	Pancreatic
sccatch	MACROPHAGE				5361	1	MACROPHAGE	Immune	Pancreatic
sccatch	STELLATE_CELL				5907	1	STELLATE_CELL	Fibroblast	Pancreatic
sccatch	T_CELL				3660	1	T_CELL	Immune	Pancreatic
sccatch	Unknown				0	0			Pancreatic
SVM	ACINAR_CELL	0.981092437	0.965374677	0.973170096	1935	0.99935246	ACINAR_CELL	Epithelial	Pancreatic
SVM	B_CELL	0.972109943	0.982836126	0.977443609	2447	0.998747345	B_CELL	Immune	Pancreatic
SVM	DUCTAL_CELL_TYPE_1	0.981858322	0.991470389	0.986640945	10317	0.995996865	DUCTAL_CELL_TYPE_1	Epithelial	Pancreatic
SVM	DUCTAL_CELL_TYPE_2	0.994169096	0.994520548	0.994344791	11315	0.998571892	DUCTAL_CELL_TYPE_2	Tumour	Pancreatic
SVM	ENDOCRINE_CELL	0.958452722	0.917695473	0.937631395	729	0.999489446	ENDOCRINE_CELL	Secretory	Pancreatic
SVM	ENDOTHELIAL_CELL	0.992851644	0.990238017	0.991543108	9117	0.998657385	ENDOTHELIAL_CELL	Endothelial	Pancreatic
SVM	FIBROBLAST	0.980854197	0.987837437	0.984333432	6742	0.99744034	FIBROBLAST	Fibroblast	Pancreatic
SVM	MACROPHAGE	0.98696219	0.988434993	0.987698043	5361	0.998658207	MACROPHAGE	Immune	Pancreatic
SVM	STELLATE_CELL	0.984715782	0.970712714	0.977664109	5907	0.998275962	STELLATE_CELL	Fibroblast	Pancreatic
SVM	T_CELL	0.964579901	0.959836066	0.962202136	3660	0.997605346	T_CELL	Immune	Pancreatic
SVMrej	ACINAR_CELL	0.99186551	0.945219638	0.967980947	1935	0.999730192	ACINAR_CELL	Epithelial	Pancreatic
SVMrej	B_CELL	0.984608985	0.967306906	0.975881262	2447	0.999328286	B_CELL	Immune	Pancreatic
SVMrej	DUCTAL_CELL_TYPE_1	0.989674654	0.984782398	0.987222465	10317	0.997754856	DUCTAL_CELL_TYPE_1	Epithelial	Pancreatic
SVMrej	DUCTAL_CELL_TYPE_2	0.996437795	0.988864339	0.992636622	11315	0.99913448	DUCTAL_CELL_TYPE_2	Tumour	Pancreatic
SVMrej	ENDOCRINE_CELL	0.97318612	0.846364883	0.905355833	729	0.999700709	ENDOCRINE_CELL	Secretory	Pancreatic
SVMrej	ENDOTHELIAL_CELL	0.995777309	0.982889108	0.989291234	9117	0.999215087	ENDOTHELIAL_CELL	Endothelial	Pancreatic
SVMrej	FIBROBLAST	0.984316654	0.977454761	0.980873707	6742	0.997932582	FIBROBLAST	Fibroblast	Pancreatic
SVMrej	MACROPHAGE	0.991865305	0.977989181	0.984878369	5361	0.999175756	MACROPHAGE	Immune	Pancreatic
SVMrej	STELLATE_CELL	0.992617332	0.955984425	0.973956537	5907	0.999186409	STELLATE_CELL	Fibroblast	Pancreatic
SVMrej	T_CELL	0.984031936	0.942896175	0.963024976	3660	0.99896046	T_CELL	Immune	Pancreatic
SVMrej	UNLABELED	0	0	0	0	0.983017556			Pancreatic
RF	ACINAR_CELL	0.986021505	0.947803618	0.966534914	1935	0.999532332	ACINAR_CELL	Epithelial	Pancreatic
RF	B_CELL	0.964300203	0.971393543	0.967833876	2447	0.998402411	B_CELL	Immune	Pancreatic
RF	DUCTAL_CELL_TYPE_1	0.968237314	0.983910051	0.976010769	10317	0.992946858	DUCTAL_CELL_TYPE_1	Epithelial	Pancreatic
RF	DUCTAL_CELL_TYPE_2	0.974219223	0.995227574	0.984611349	11315	0.993551877	DUCTAL_CELL_TYPE_2	Tumour	Pancreatic
RF	ENDOCRINE_CELL	0.972166998	0.670781893	0.793831169	729	0.999753525	ENDOCRINE_CELL	Secretory	Pancreatic
RF	ENDOTHELIAL_CELL	0.990636704	0.986399035	0.988513328	9117	0.998244273	ENDOTHELIAL_CELL	Endothelial	Pancreatic
RF	FIBROBLAST	0.960126219	0.992880451	0.976228671	6742	0.994526266	FIBROBLAST	Fibroblast	Pancreatic
RF	MACROPHAGE	0.978365385	0.986942735	0.982635342	5361	0.997757289	MACROPHAGE	Immune	Pancreatic
RF	STELLATE_CELL	0.990675581	0.953275775	0.971615909	5907	0.998973326	STELLATE_CELL	Fibroblast	Pancreatic
RF	T_CELL	0.964742678	0.92704918	0.945520412	3660	0.997698162	T_CELL	Immune	Pancreatic
LDA	ACINAR_CELL				1935	1	ACINAR_CELL	Epithelial	Pancreatic
LDA	B_CELL				2447	1	B_CELL	Immune	Pancreatic
LDA	DUCTAL_CELL_TYPE_1				10317	1	DUCTAL_CELL_TYPE_1	Epithelial	Pancreatic
LDA	DUCTAL_CELL_TYPE_2				11315	1	DUCTAL_CELL_TYPE_2	Tumour	Pancreatic
LDA	ENDOCRINE_CELL				729	1	ENDOCRINE_CELL	Secretory	Pancreatic
LDA	ENDOTHELIAL_CELL				9117	1	ENDOTHELIAL_CELL	Endothelial	Pancreatic
LDA	FIBROBLAST				6742	1	FIBROBLAST	Fibroblast	Pancreatic
LDA	MACROPHAGE				5361	1	MACROPHAGE	Immune	Pancreatic
LDA	STELLATE_CELL				5907	1	STELLATE_CELL	Fibroblast	Pancreatic
LDA	T_CELL				3660	1	T_CELL	Immune	Pancreatic
LDA	UNAVAILABLE				0	0			Pancreatic
LDArej	ACINAR_CELL				1935	1	ACINAR_CELL	Epithelial	Pancreatic
LDArej	B_CELL				2447	1	B_CELL	Immune	Pancreatic
LDArej	DUCTAL_CELL_TYPE_1				10317	1	DUCTAL_CELL_TYPE_1	Epithelial	Pancreatic
LDArej	DUCTAL_CELL_TYPE_2				11315	1	DUCTAL_CELL_TYPE_2	Tumour	Pancreatic
LDArej	ENDOCRINE_CELL				729	1	ENDOCRINE_CELL	Secretory	Pancreatic
LDArej	ENDOTHELIAL_CELL				9117	1	ENDOTHELIAL_CELL	Endothelial	Pancreatic
LDArej	FIBROBLAST				6742	1	FIBROBLAST	Fibroblast	Pancreatic
LDArej	MACROPHAGE				5361	1	MACROPHAGE	Immune	Pancreatic
LDArej	STELLATE_CELL				5907	1	STELLATE_CELL	Fibroblast	Pancreatic
LDArej	T_CELL				3660	1	T_CELL	Immune	Pancreatic
LDArej	UNAVAILABLE				0	0			Pancreatic
