gsm,altAnalyze,ascend,bigScale,cellranger,cidr,countClust,monocle,pcaReduce,phenograph,raceid,rca,sc3,scran,seurat,sincera,tscan,truth,category,x,cell,paper
GSM2243618,1,2,5,7,1,5,5,19,2,1,31,28,10,6,1,5,Neoplastic,Tumour,GSM2243618_1001000175.H7.csv,1001000175.H7,5
GSM2243620,3,1,3,1,3,2,11,24,5,7,14,3,3,1,4,9,Immune cell,Immune,GSM2243620_1001000175.G6.csv,1001000175.G6,7
GSM2243622,1,2,4,11,2,1,18,28,1,4,11,18,5,4,3,8,OPC,Brain,GSM2243622_1001000175.B8.csv,1001000175.B8,2
GSM2243623,1,2,5,6,2,5,2,4,8,4,16,34,5,5,1,11,Neoplastic,Tumour,GSM2243623_1001000175.B1.csv,1001000175.B1,5
GSM2243624,1,2,5,6,2,1,2,4,8,1,6,34,5,5,1,11,Neoplastic,Tumour,GSM2243624_1001000175.D5.csv,1001000175.D5,5
GSM2243625,1,2,5,7,1,4,5,19,2,19,88,28,2,6,1,11,Neoplastic,Tumour,GSM2243625_1001000175.C5.csv,1001000175.C5,5
GSM2243626,1,2,7,7,1,4,5,19,2,9,3,27,2,6,1,11,Neoplastic,Tumour,GSM2243626_1001000175.B12.csv,1001000175.B12,5
GSM2243627,1,2,5,6,2,1,2,4,8,2,27,34,5,5,1,11,Neoplastic,Tumour,GSM2243627_1001000175.E3.csv,1001000175.E3,5
GSM2243628,1,2,5,8,2,1,2,4,8,9,2,34,2,5,1,11,Neoplastic,Tumour,GSM2243628_1001000175.F11.csv,1001000175.F11,5
GSM2243629,4,1,3,1,3,2,30,5,9,5,35,3,6,1,4,9,Immune cell,Immune,GSM2243629_1001000175.G9.csv,1001000175.G9,7
GSM2243630,1,2,7,7,2,5,2,19,2,1,3,28,1,5,2,5,Neoplastic,Tumour,GSM2243630_1001000175.G4.csv,1001000175.G4,5
GSM2243631,1,2,5,7,1,4,5,8,2,1,31,27,2,6,1,11,Neoplastic,Tumour,GSM2243631_1001000175.C4.csv,1001000175.C4,5
GSM2243632,1,2,5,8,1,5,4,11,2,4,50,26,13,6,1,11,Neoplastic,Tumour,GSM2243632_1001000175.F9.csv,1001000175.F9,5
GSM2243633,1,2,5,8,2,1,4,11,8,4,2,26,2,5,1,11,Neoplastic,Tumour,GSM2243633_1001000175.E7.csv,1001000175.E7,5
GSM2243634,5,3,2,9,4,4,1,15,4,3,23,19,9,3,4,17,Immune cell,Immune,GSM2243634_1001000175.A10.csv,1001000175.A10,7
GSM2243635,1,2,5,8,1,1,3,11,2,9,3,27,13,6,1,2,Neoplastic,Tumour,GSM2243635_1001000175.E4.csv,1001000175.E4,5
GSM2243636,4,1,3,1,4,2,16,13,9,6,7,3,11,2,4,17,Immune cell,Immune,GSM2243636_1001000175.B3.csv,1001000175.B3,7
GSM2243637,1,2,5,8,2,1,2,4,8,2,2,34,2,5,1,11,Neoplastic,Tumour,GSM2243637_1001000175.G1.csv,1001000175.G1,5
GSM2243638,4,1,3,1,3,2,16,13,9,6,4,3,12,2,4,17,Immune cell,Immune,GSM2243638_1001000175.A2.csv,1001000175.A2,7
GSM2243639,1,2,6,6,2,8,7,4,8,4,16,36,15,11,2,3,Oligodendrocyte,Brain,GSM2243639_1001000175.H1.csv,1001000175.H1,3
GSM2243640,4,1,3,9,3,2,16,13,9,7,10,3,9,2,4,17,Immune cell,Immune,GSM2243640_1001000175.E11.csv,1001000175.E11,7
GSM2243641,1,2,5,8,1,5,4,11,2,14,88,26,10,6,1,11,Neoplastic,Tumour,GSM2243641_1001000175.B10.csv,1001000175.B10,5
GSM2243642,1,2,7,6,1,1,2,19,8,1,2,34,2,5,1,11,Neoplastic,Tumour,GSM2243642_1001000175.C10.csv,1001000175.C10,5
GSM2243643,1,2,5,8,1,5,3,11,2,4,50,27,13,6,1,11,Neoplastic,Tumour,GSM2243643_1001000175.B5.csv,1001000175.B5,5
GSM2243644,1,2,5,8,1,1,5,8,2,4,3,27,13,6,1,11,Neoplastic,Tumour,GSM2243644_1001000175.D1.csv,1001000175.D1,5
GSM2243645,1,2,7,7,1,1,5,19,8,2,55,28,1,6,1,11,Neoplastic,Tumour,GSM2243645_1001000175.C2.csv,1001000175.C2,5
GSM2243646,1,2,7,7,1,5,5,2,2,1,3,28,1,6,1,5,Neoplastic,Tumour,GSM2243646_1001000175.F4.csv,1001000175.F4,5
GSM2243647,1,2,5,6,2,1,2,4,8,2,11,34,2,5,1,11,Neoplastic,Tumour,GSM2243647_1001000175.E2.csv,1001000175.E2,5
GSM2243648,1,2,7,7,2,5,2,2,8,1,0,28,1,5,2,5,Neoplastic,Tumour,GSM2243648_1001000175.H3.csv,1001000175.H3,5
GSM2243649,1,2,5,8,1,5,3,11,2,6,71,26,10,6,1,2,Neoplastic,Tumour,GSM2243649_1001000175.A4.csv,1001000175.A4,5
GSM2243650,1,2,7,7,1,1,5,8,2,1,3,27,2,6,1,11,Neoplastic,Tumour,GSM2243650_1001000175.C12.csv,1001000175.C12,5
GSM2243651,1,2,7,7,1,5,5,2,2,1,3,28,1,6,2,15,Neoplastic,Tumour,GSM2243651_1001000175.G10.csv,1001000175.G10,5
GSM2243652,1,2,5,6,2,5,4,4,2,4,18,26,5,5,1,11,Neoplastic,Tumour,GSM2243652_1001000175.F2.csv,1001000175.F2,5
GSM2243653,1,2,5,6,2,1,2,4,8,2,24,34,2,5,1,11,Neoplastic,Tumour,GSM2243653_1001000175.D11.csv,1001000175.D11,5
GSM2243654,1,2,7,7,2,5,2,19,1,1,0,28,1,5,2,5,Neoplastic,Tumour,GSM2243654_1001000175.F5.csv,1001000175.F5,5
GSM2243655,1,2,5,6,2,1,2,4,2,4,9,34,2,5,1,11,Neoplastic,Tumour,GSM2243655_1001000175.C8.csv,1001000175.C8,5
GSM2243656,1,2,5,8,2,1,8,4,3,2,24,34,2,13,1,2,Neoplastic,Tumour,GSM2243656_1001000175.F12.csv,1001000175.F12,5
GSM2243657,4,1,3,9,3,2,16,13,9,6,4,3,11,2,4,17,Immune cell,Immune,GSM2243657_1001000175.B7.csv,1001000175.B7,7
GSM2243658,1,2,7,6,2,1,2,19,8,1,25,34,2,5,1,11,Neoplastic,Tumour,GSM2243658_1001000175.D3.csv,1001000175.D3,5
GSM2243659,1,2,5,8,2,1,4,11,8,4,43,34,5,5,1,11,Neoplastic,Tumour,GSM2243659_1001000175.C9.csv,1001000175.C9,5
GSM2243660,1,2,5,8,1,5,3,11,2,14,26,26,13,6,1,2,Neoplastic,Tumour,GSM2243660_1001000175.D6.csv,1001000175.D6,5
GSM2243661,1,2,7,7,1,5,2,19,2,1,81,28,2,5,2,11,Neoplastic,Tumour,GSM2243661_1001000175.E6.csv,1001000175.E6,5
GSM2243662,1,2,5,7,1,5,5,8,2,4,32,26,10,6,1,11,Neoplastic,Tumour,GSM2243662_1001000175.A6.csv,1001000175.A6,5
GSM2243663,1,2,7,6,2,1,2,19,8,1,56,34,2,5,1,11,Neoplastic,Tumour,GSM2243663_1001000175.H8.csv,1001000175.H8,5
GSM2243664,1,2,5,8,1,5,4,11,2,14,26,26,10,6,1,11,Neoplastic,Tumour,GSM2243664_1001000175.B2.csv,1001000175.B2,5
GSM2243665,1,2,5,8,1,4,5,8,2,9,3,27,2,6,1,11,Neoplastic,Tumour,GSM2243665_1001000175.B11.csv,1001000175.B11,5
GSM2243666,1,2,5,7,2,5,2,19,2,1,44,28,2,5,1,5,Neoplastic,Tumour,GSM2243666_1001000175.E10.csv,1001000175.E10,5
GSM2243667,1,2,7,7,1,5,5,19,2,1,43,28,2,6,1,5,Neoplastic,Tumour,GSM2243667_1001000175.D8.csv,1001000175.D8,5
GSM2243668,1,2,5,8,2,1,8,11,8,2,52,34,2,13,1,2,Neoplastic,Tumour,GSM2243668_1001000175.F10.csv,1001000175.F10,5
GSM2243669,1,2,5,6,2,5,2,19,2,1,9,34,2,5,1,5,Neoplastic,Tumour,GSM2243669_1001000175.E9.csv,1001000175.E9,5
GSM2243670,1,2,5,8,1,1,5,8,2,9,43,27,2,6,1,11,Neoplastic,Tumour,GSM2243670_1001000175.F7.csv,1001000175.F7,5
GSM2243671,1,2,5,8,2,5,4,11,2,4,18,26,5,5,1,11,Neoplastic,Tumour,GSM2243671_1001000175.G3.csv,1001000175.G3,5
GSM2243672,1,2,7,7,1,5,5,19,2,9,3,27,2,6,1,5,Neoplastic,Tumour,GSM2243672_1001000175.C6.csv,1001000175.C6,5
GSM2243673,1,2,5,8,2,1,8,11,8,9,32,34,5,13,1,2,Neoplastic,Tumour,GSM2243673_1001000175.E12.csv,1001000175.E12,5
GSM2243674,1,2,7,6,2,1,2,19,2,1,16,34,2,5,1,11,Neoplastic,Tumour,GSM2243674_1001000175.A12.csv,1001000175.A12,5
GSM2243675,4,1,3,1,3,2,16,13,9,7,28,3,3,2,4,9,Immune cell,Immune,GSM2243675_1001000175.A1.csv,1001000175.A1,7
GSM2243676,5,2,5,8,1,1,3,11,4,3,3,27,7,6,1,2,Neoplastic,Tumour,GSM2243676_1001000175.A8.csv,1001000175.A8,5
GSM2243677,4,1,2,9,4,2,1,10,9,6,7,2,11,10,4,17,Immune cell,Immune,GSM2243677_1001000176.A7.csv,1001000176.A7,7
GSM2243678,4,1,3,1,3,2,16,13,9,5,7,3,8,2,4,9,Immune cell,Immune,GSM2243678_1001000176.B9.csv,1001000176.B9,7
GSM2243679,4,1,3,1,3,2,16,13,9,6,10,3,11,2,4,17,Immune cell,Immune,GSM2243679_1001000176.D9.csv,1001000176.D9,7
GSM2243680,4,1,3,1,3,2,16,13,9,6,4,3,11,2,4,9,Immune cell,Immune,GSM2243680_1001000176.G5.csv,1001000176.G5,7
GSM2243681,4,1,3,9,4,2,16,13,5,7,4,3,3,3,4,9,Immune cell,Immune,GSM2243681_1001000176.H3.csv,1001000176.H3,7
GSM2243682,4,1,3,9,3,2,1,10,9,6,15,3,11,10,4,17,Immune cell,Immune,GSM2243682_1001000176.A9.csv,1001000176.A9,7
GSM2243683,3,1,3,1,4,2,27,1,5,7,1,6,3,2,4,1,Immune cell,Immune,GSM2243683_1001000176.G2.csv,1001000176.G2,7
GSM2243684,5,3,2,5,4,4,28,15,4,8,10,21,9,3,4,17,Immune cell,Immune,GSM2243684_1001000176.F10.csv,1001000176.F10,7
GSM2243685,5,3,2,5,4,4,28,21,4,8,5,21,9,3,4,17,Immune cell,Immune,GSM2243685_1001000176.F1.csv,1001000176.F1,7
GSM2243686,4,1,3,1,3,2,16,13,9,7,4,3,3,2,4,9,Immune cell,Immune,GSM2243686_1001000176.D7.csv,1001000176.D7,7
GSM2243687,4,1,3,1,3,2,16,13,9,10,12,3,11,3,4,9,Immune cell,Immune,GSM2243687_1001000176.C9.csv,1001000176.C9,7
GSM2243688,4,1,3,2,3,2,30,5,9,5,10,3,8,1,4,9,Immune cell,Immune,GSM2243688_1001000176.B7.csv,1001000176.B7,7
GSM2243689,4,1,3,1,3,2,30,5,9,5,14,3,8,1,4,9,Immune cell,Immune,GSM2243689_1001000176.A5.csv,1001000176.A5,7
GSM2243690,4,3,2,9,4,2,1,15,9,6,5,3,9,3,4,12,Immune cell,Immune,GSM2243690_1001000176.D4.csv,1001000176.D4,7
GSM2243691,4,1,3,9,4,2,16,10,9,6,4,3,11,10,4,17,Immune cell,Immune,GSM2243691_1001000176.F2.csv,1001000176.F2,7
GSM2243692,4,3,3,9,4,2,16,10,9,10,15,3,11,3,4,17,Immune cell,Immune,GSM2243692_1001000176.A10.csv,1001000176.A10,7
GSM2243693,4,1,3,1,3,2,16,13,9,6,1,3,8,2,4,17,Immune cell,Immune,GSM2243693_1001000176.C2.csv,1001000176.C2,7
GSM2243694,4,3,2,9,4,4,1,10,6,3,28,21,9,3,4,17,Immune cell,Immune,GSM2243694_1001000176.G11.csv,1001000176.G11,7
GSM2243695,4,1,2,9,4,2,1,10,9,6,4,2,11,10,4,17,Immune cell,Immune,GSM2243695_1001000176.E8.csv,1001000176.E8,7
GSM2243696,5,3,2,5,4,4,28,15,4,8,5,21,9,3,4,17,Immune cell,Immune,GSM2243696_1001000176.F12.csv,1001000176.F12,7
GSM2243697,5,3,3,1,4,2,17,24,4,10,22,4,9,3,4,9,Immune cell,Immune,GSM2243697_1001000176.E11.csv,1001000176.E11,7
GSM2243698,4,3,2,9,4,4,1,15,4,3,5,21,9,3,4,12,Immune cell,Immune,GSM2243698_1001000176.E3.csv,1001000176.E3,7
GSM2243699,4,1,3,9,3,2,16,13,9,10,4,3,11,2,4,9,Immune cell,Immune,GSM2243699_1001000176.B5.csv,1001000176.B5,7
GSM2243700,4,1,3,1,3,2,16,13,9,7,1,3,12,2,4,9,Immune cell,Immune,GSM2243700_1001000176.D5.csv,1001000176.D5,7
GSM2243701,4,3,2,9,4,2,1,10,9,10,12,2,11,10,4,17,Immune cell,Immune,GSM2243701_1001000176.B10.csv,1001000176.B10,7
GSM2243702,4,3,2,9,4,2,1,26,6,10,12,2,3,10,4,12,Immune cell,Immune,GSM2243702_1001000176.D11.csv,1001000176.D11,7
GSM2243703,4,1,3,9,4,2,1,20,9,7,4,2,1,10,4,1,Immune cell,Immune,GSM2243703_1001000176.B12.csv,1001000176.B12,7
GSM2243704,4,1,3,1,3,2,16,13,5,7,1,3,3,2,4,9,Immune cell,Immune,GSM2243704_1001000176.E7.csv,1001000176.E7,7
GSM2243705,5,3,2,5,4,4,28,15,4,8,5,21,9,3,4,17,Immune cell,Immune,GSM2243705_1001000176.H7.csv,1001000176.H7,7
GSM2243706,5,3,2,9,4,2,1,15,4,10,22,3,9,3,4,17,Immune cell,Immune,GSM2243706_1001000176.E1.csv,1001000176.E1,7
GSM2243707,4,1,2,9,4,2,1,10,9,6,4,2,11,10,4,17,Immune cell,Immune,GSM2243707_1001000176.G8.csv,1001000176.G8,7
GSM2243708,3,1,3,2,3,3,30,23,9,7,1,3,6,1,4,9,Immune cell,Immune,GSM2243708_1001000176.D3.csv,1001000176.D3,7
GSM2243709,3,1,3,9,3,2,1,13,5,7,21,33,3,10,4,17,Immune cell,Immune,GSM2243709_1001000176.A12.csv,1001000176.A12,7
GSM2243710,5,3,2,9,4,4,1,15,4,8,5,21,9,3,4,17,Immune cell,Immune,GSM2243710_1001000176.G10.csv,1001000176.G10,7
GSM2243711,5,3,2,5,4,4,26,17,4,8,70,21,1,3,4,1,Immune cell,Immune,GSM2243711_1001000176.C12.csv,1001000176.C12,7
GSM2243712,4,1,3,1,3,2,30,5,9,6,4,3,8,1,4,9,Immune cell,Immune,GSM2243712_1001000176.B3.csv,1001000176.B3,7
GSM2243713,4,1,3,9,4,2,16,10,9,3,28,3,9,3,4,17,Immune cell,Immune,GSM2243713_1001000176.A8.csv,1001000176.A8,7
GSM2243714,1,1,3,9,4,2,17,21,9,7,1,3,3,2,4,17,Immune cell,Immune,GSM2243714_1001000176.G7.csv,1001000176.G7,7
GSM2243715,5,3,3,5,4,4,20,17,4,25,74,19,7,3,4,12,Immune cell,Immune,GSM2243715_1001000176.D10.csv,1001000176.D10,7
GSM2243716,4,1,2,9,4,2,1,10,9,6,21,2,11,10,4,17,Immune cell,Immune,GSM2243716_1001000176.F5.csv,1001000176.F5,7
GSM2243717,5,3,2,5,4,4,17,21,4,8,5,23,9,3,4,12,Immune cell,Immune,GSM2243717_1001000176.A3.csv,1001000176.A3,7
GSM2243718,3,1,3,1,3,2,17,24,5,7,5,4,3,2,4,1,Immune cell,Immune,GSM2243718_1001000176.H11.csv,1001000176.H11,7
GSM2243719,4,1,1,2,3,3,11,23,9,5,61,16,8,1,4,9,Immune cell,Immune,GSM2243719_1001000176.H9.csv,1001000176.H9,7
GSM2243720,5,1,3,1,3,2,16,13,4,8,10,3,9,3,4,9,Immune cell,Immune,GSM2243720_1001000176.C5.csv,1001000176.C5,7
GSM2243721,4,1,3,1,3,2,27,1,9,7,4,4,3,2,4,1,Immune cell,Immune,GSM2243721_1001000176.E5.csv,1001000176.E5,7
GSM2243722,4,1,1,2,3,2,30,5,9,6,82,3,6,1,4,9,Immune cell,Immune,GSM2243722_1001000176.H2.csv,1001000176.H2,7
GSM2243723,4,1,1,2,3,2,30,5,9,5,30,3,8,1,4,9,Immune cell,Immune,GSM2243723_1001000176.A1.csv,1001000176.A1,7
GSM2243724,4,1,2,9,4,2,1,10,9,6,15,2,11,10,4,17,Immune cell,Immune,GSM2243724_1001000176.C1.csv,1001000176.C1,7
GSM2243725,4,1,3,9,3,2,16,13,9,7,12,3,8,2,4,17,Immune cell,Immune,GSM2243725_1001000176.F7.csv,1001000176.F7,7
GSM2243726,4,1,2,9,4,2,1,10,9,6,4,2,9,10,4,17,Immune cell,Immune,GSM2243726_1001000176.G3.csv,1001000176.G3,7
GSM2243727,4,1,3,1,3,2,16,13,4,6,12,3,9,2,4,9,Immune cell,Immune,GSM2243727_1001000176.B8.csv,1001000176.B8,7
GSM2243728,5,3,3,5,4,4,26,2,4,25,4,21,1,3,2,6,Immune cell,Immune,GSM2243728_1001000176.C7.csv,1001000176.C7,7
GSM2243729,4,1,3,1,3,2,16,13,9,7,45,3,3,2,4,9,Immune cell,Immune,GSM2243729_1001000176.C11.csv,1001000176.C11,7
GSM2243730,4,1,3,1,3,2,16,13,9,6,4,3,8,2,4,9,Immune cell,Immune,GSM2243730_1001000176.D1.csv,1001000176.D1,7
GSM2243731,4,1,3,1,3,2,16,13,9,6,53,3,11,2,4,17,Immune cell,Immune,GSM2243731_1001000176.G4.csv,1001000176.G4,7
GSM2243732,5,3,2,5,4,4,20,3,4,10,22,19,9,3,4,17,Immune cell,Immune,GSM2243732_1001000176.G12.csv,1001000176.G12,7
GSM2243733,4,1,3,9,3,2,16,10,9,6,10,3,11,2,4,17,Immune cell,Immune,GSM2243733_1001000176.A11.csv,1001000176.A11,7
GSM2243734,4,1,1,1,3,2,30,13,9,6,10,3,11,1,4,17,Immune cell,Immune,GSM2243734_1001000176.C3.csv,1001000176.C3,7
GSM2243735,5,3,3,5,4,4,26,17,4,8,5,21,9,3,4,12,Immune cell,Immune,GSM2243735_1001000176.E10.csv,1001000176.E10,7
GSM2243736,4,1,3,9,4,2,16,13,6,6,5,3,9,3,4,17,Immune cell,Immune,GSM2243736_1001000176.G1.csv,1001000176.G1,7
GSM2243737,4,3,3,5,4,2,27,17,6,6,0,23,3,3,4,1,Immune cell,Immune,GSM2243737_1001000176.E2.csv,1001000176.E2,7
GSM2243738,1,1,2,9,4,2,1,10,9,6,21,2,11,10,4,17,Immune cell,Immune,GSM2243738_1001000176.F9.csv,1001000176.F9,7
GSM2243739,4,1,3,1,3,2,16,13,9,6,1,3,8,2,4,9,Immune cell,Immune,GSM2243739_1001000176.B1.csv,1001000176.B1,7
GSM2243740,4,1,3,9,3,2,16,13,4,7,1,3,3,2,4,9,Immune cell,Immune,GSM2243740_1001000176.H4.csv,1001000176.H4,7
GSM2243741,4,1,3,1,3,2,16,24,9,6,14,3,8,2,4,9,Immune cell,Immune,GSM2243741_1001000176.A4.csv,1001000176.A4,7
GSM2243742,3,3,3,9,3,2,17,13,5,7,21,3,3,2,4,9,Immune cell,Immune,GSM2243742_1001000176.C8.csv,1001000176.C8,7
GSM2243743,5,3,2,9,4,4,28,15,4,10,5,21,11,3,4,17,Immune cell,Immune,GSM2243743_1001000176.C4.csv,1001000176.C4,7
GSM2243744,4,1,3,9,3,2,1,10,9,10,22,2,11,10,4,17,Immune cell,Immune,GSM2243744_1001000176.B11.csv,1001000176.B11,7
GSM2243745,4,1,3,1,3,2,16,13,9,6,22,3,8,2,4,17,Immune cell,Immune,GSM2243745_1001000176.H1.csv,1001000176.H1,7
GSM2243746,1,3,2,9,4,2,28,26,6,7,13,31,3,3,4,17,Immune cell,Immune,GSM2243746_1001000176.E9.csv,1001000176.E9,7
GSM2243747,4,1,3,1,3,2,16,13,9,6,75,3,8,8,4,17,Immune cell,Immune,GSM2243747_1001000176.D2.csv,1001000176.D2,7
GSM2243748,4,1,3,1,3,2,17,24,9,7,4,4,3,3,4,9,Immune cell,Immune,GSM2243748_1001000176.G9.csv,1001000176.G9,7
GSM2243749,3,1,3,1,3,2,16,13,5,7,12,3,3,2,4,9,Immune cell,Immune,GSM2243749_1001000176.B4.csv,1001000176.B4,7
GSM2243750,4,1,3,1,3,2,16,13,9,6,1,3,11,2,4,17,Immune cell,Immune,GSM2243750_1001000176.F11.csv,1001000176.F11,7
GSM2243751,1,2,3,2,3,3,13,18,5,5,21,3,3,1,4,1,Immune cell,Immune,GSM2243751_1001000176.F4.csv,1001000176.F4,7
GSM2243752,4,1,3,1,3,2,17,24,5,7,14,4,3,3,4,9,Immune cell,Immune,GSM2243752_1001000176.H10.csv,1001000176.H10,7
GSM2243753,4,1,3,9,4,2,1,26,6,3,0,2,1,3,4,12,Immune cell,Immune,GSM2243753_1001000176.D12.csv,1001000176.D12,7
GSM2243754,4,1,3,1,3,2,19,1,5,5,4,3,12,2,4,9,Immune cell,Immune,GSM2243754_1001000176.H8.csv,1001000176.H8,7
GSM2243755,4,1,2,9,4,2,1,10,9,6,4,2,8,10,4,17,Immune cell,Immune,GSM2243755_1001000176.C10.csv,1001000176.C10,7
GSM2243756,4,1,3,1,3,2,16,13,9,6,10,3,8,1,4,9,Immune cell,Immune,GSM2243756_1001000176.E4.csv,1001000176.E4,7
GSM2243757,4,1,3,9,3,2,16,10,9,6,1,3,11,2,4,17,Immune cell,Immune,GSM2243757_1001000176.B2.csv,1001000176.B2,7
GSM2243758,4,1,3,2,3,2,30,5,9,5,35,3,6,1,4,1,Immune cell,Immune,GSM2243758_1001000176.D8.csv,1001000176.D8,7
GSM2243759,3,1,3,1,3,2,19,24,5,7,1,4,3,2,4,9,Immune cell,Immune,GSM2243759_1001000176.A2.csv,1001000176.A2,7
GSM2243760,4,1,3,9,3,2,16,13,9,7,1,3,3,2,4,17,Immune cell,Immune,GSM2243760_1001000177.G9.csv,1001000177.G9,7
GSM2243761,4,3,2,9,4,4,1,26,6,3,14,21,9,3,4,17,Immune cell,Immune,GSM2243761_1001000177.B6.csv,1001000177.B6,7
GSM2243762,4,1,3,1,4,3,14,20,5,3,1,3,7,2,4,1,Immune cell,Immune,GSM2243762_1001000177.A8.csv,1001000177.A8,7
GSM2243763,3,1,3,1,3,2,17,24,5,7,1,4,3,2,4,1,Immune cell,Immune,GSM2243763_1001000177.D6.csv,1001000177.D6,7
GSM2243764,4,1,3,1,3,2,16,13,9,5,10,3,8,2,4,9,Immune cell,Immune,GSM2243764_1001000177.E11.csv,1001000177.E11,7
GSM2243765,4,1,3,1,3,2,16,13,9,6,4,3,8,2,4,9,Immune cell,Immune,GSM2243765_1001000177.G6.csv,1001000177.G6,7
GSM2243766,4,1,2,9,4,2,1,10,9,3,15,2,9,10,4,17,Immune cell,Immune,GSM2243766_1001000177.B10.csv,1001000177.B10,7
GSM2243767,3,1,3,1,3,2,12,2,5,58,3,39,1,8,2,6,Immune cell,Immune,GSM2243767_1001000177.G12.csv,1001000177.G12,7
GSM2243768,3,3,3,5,4,3,26,14,5,7,1,23,1,3,4,1,Immune cell,Immune,GSM2243768_1001000177.B1.csv,1001000177.B1,7
GSM2243769,5,3,2,5,4,4,28,15,4,8,22,21,9,3,4,17,Immune cell,Immune,GSM2243769_1001000177.A6.csv,1001000177.A6,7
GSM2243770,4,3,2,9,4,4,1,10,6,3,5,21,9,3,4,17,Immune cell,Immune,GSM2243770_1001000177.A10.csv,1001000177.A10,7
GSM2243771,3,1,3,1,3,3,19,1,5,5,1,4,3,8,4,1,Immune cell,Immune,GSM2243771_1001000177.E9.csv,1001000177.E9,7
GSM2243772,4,1,3,1,3,2,16,13,9,6,22,3,11,2,4,17,Immune cell,Immune,GSM2243772_1001000177.A2.csv,1001000177.A2,7
GSM2243773,4,1,2,9,4,2,1,10,9,6,15,2,11,10,4,17,Immune cell,Immune,GSM2243773_1001000177.C1.csv,1001000177.C1,7
GSM2243774,3,1,3,1,3,2,16,13,5,5,7,3,8,2,4,9,Immune cell,Immune,GSM2243774_1001000177.B7.csv,1001000177.B7,7
GSM2243775,3,3,2,9,4,4,28,15,6,3,1,23,3,3,4,17,Immune cell,Immune,GSM2243775_1001000177.D7.csv,1001000177.D7,7
GSM2243776,3,1,3,1,3,2,16,13,9,5,33,3,8,2,4,9,Immune cell,Immune,GSM2243776_1001000177.F2.csv,1001000177.F2,7
GSM2243777,4,1,3,1,3,2,16,13,9,6,22,3,8,2,4,9,Immune cell,Immune,GSM2243777_1001000177.G8.csv,1001000177.G8,7
GSM2243778,3,3,3,5,4,4,26,17,5,3,15,23,7,3,4,12,Immune cell,Immune,GSM2243778_1001000177.B12.csv,1001000177.B12,7
GSM2243779,5,1,3,1,4,2,17,13,4,8,5,3,9,3,4,9,Immune cell,Immune,GSM2243779_1001000177.A12.csv,1001000177.A12,7
GSM2243780,4,1,3,1,3,2,16,13,9,6,12,3,8,1,4,17,Immune cell,Immune,GSM2243780_1001000177.E7.csv,1001000177.E7,7
GSM2243781,4,1,3,1,3,2,17,24,9,7,1,3,3,2,4,9,Immune cell,Immune,GSM2243781_1001000177.H1.csv,1001000177.H1,7
GSM2243782,4,1,3,1,3,2,16,13,9,6,22,3,8,2,4,9,Immune cell,Immune,GSM2243782_1001000177.F3.csv,1001000177.F3,7
GSM2243783,4,1,3,1,3,2,17,13,9,7,53,3,3,2,4,9,Immune cell,Immune,GSM2243783_1001000177.C3.csv,1001000177.C3,7
GSM2243784,1,1,7,7,2,3,12,2,8,61,0,39,1,8,2,15,Immune cell,Immune,GSM2243784_1001000177.H5.csv,1001000177.H5,7
GSM2243785,4,1,3,1,3,2,16,13,9,6,4,3,8,2,4,9,Immune cell,Immune,GSM2243785_1001000177.D10.csv,1001000177.D10,7
GSM2243786,4,1,3,1,3,2,16,5,9,6,1,3,8,2,4,9,Immune cell,Immune,GSM2243786_1001000177.C6.csv,1001000177.C6,7
GSM2243787,1,3,2,9,4,4,1,10,6,3,1,22,1,3,4,17,Immune cell,Immune,GSM2243787_1001000177.F5.csv,1001000177.F5,7
GSM2243788,1,3,2,9,4,6,1,21,8,82,0,30,1,3,6,11,Immune cell,Immune,GSM2243788_1001000177.B4.csv,1001000177.B4,7
GSM2243789,5,3,2,5,4,4,20,3,4,10,5,19,9,3,4,12,Immune cell,Immune,GSM2243789_1001000177.C12.csv,1001000177.C12,7
GSM2243790,5,3,2,5,4,4,28,15,4,8,5,21,9,3,4,12,Immune cell,Immune,GSM2243790_1001000177.E1.csv,1001000177.E1,7
GSM2243791,3,3,2,5,4,4,28,21,6,3,23,21,1,3,4,12,Immune cell,Immune,GSM2243791_1001000177.A9.csv,1001000177.A9,7
GSM2243792,5,3,2,5,4,4,26,17,4,8,5,21,7,3,4,12,Immune cell,Immune,GSM2243792_1001000177.F11.csv,1001000177.F11,7
GSM2243793,4,1,3,1,3,2,16,13,9,6,10,3,9,2,4,9,Immune cell,Immune,GSM2243793_1001000177.H3.csv,1001000177.H3,7
GSM2243794,4,1,3,1,3,2,16,13,9,6,22,3,9,2,4,9,Immune cell,Immune,GSM2243794_1001000177.G2.csv,1001000177.G2,7
GSM2243795,4,1,2,9,3,2,1,10,9,6,10,2,11,10,4,17,Immune cell,Immune,GSM2243795_1001000177.A3.csv,1001000177.A3,7
GSM2243796,4,1,3,1,3,2,16,13,9,6,12,3,3,2,4,1,Immune cell,Immune,GSM2243796_1001000177.H7.csv,1001000177.H7,7
GSM2243797,4,1,2,9,4,2,1,10,6,3,15,2,9,10,4,17,Immune cell,Immune,GSM2243797_1001000177.D1.csv,1001000177.D1,7
GSM2243798,4,1,3,1,3,2,16,13,9,6,53,3,8,2,4,17,Immune cell,Immune,GSM2243798_1001000177.D4.csv,1001000177.D4,7
