cell,altA54lyze,ascend,bigScale,cellranger,cidr,countClust,monocle,pcaReduce,phenograph,raceid,rca,sc3,scran,seurat,sincera,tscan,truth,category
cy102_CD45neg_CD90neg_S85,280,3,6,2,2,3,32,22,12,1,33,7,2,12,1,9,Mal,Tumour
cy102_CD45neg_CD90neg_S86,281,3,6,2,2,4,32,22,2,1,10,54,2,12,1,8,Mal,Tumour
cy102_CD45neg_CD90neg_S88,278,3,6,2,2,4,32,22,12,11,48,54,3,12,1,8,Mal,Tumour
cy102_CD45neg_CD90neg_S89,278,3,6,2,2,4,32,22,12,1,74,54,3,12,1,8,Mal,Tumour
cy102_CD45neg_CD90neg_S9,281,3,8,9,1,3,34,16,12,14,71,39,2,12,1,8,Mal,Tumour
cy102_CD45neg_CD90neg_S90,278,3,6,2,2,4,32,22,12,11,18,7,3,12,1,8,Mal,Tumour
cy102_CD45neg_CD90neg_S91,278,3,6,2,1,4,32,22,12,1,49,7,3,12,1,9,Mal,Tumour
cy102_CD45neg_CD90neg_S92,279,3,6,2,2,4,32,22,12,1,33,7,3,12,1,8,Mal,Tumour
cy102_CD45neg_CD90neg_S93,279,3,6,2,1,3,32,22,12,1,33,54,2,12,1,8,Mal,Tumour
cy102_CD45neg_CD90neg_S94,279,3,6,2,2,4,32,22,12,1,18,7,3,12,1,8,Mal,Tumour
cy102_CD45neg_CD90neg_S95,243,3,6,2,1,3,32,22,14,1,48,54,3,12,1,8,Mal,Tumour
cy102_CD45pos_S101,277,1,2,3,5,1,42,29,14,7,8,4,3,3,3,3,B cell,Immune
cy102_CD45pos_S102,243,1,2,3,5,1,42,29,14,7,8,4,3,3,3,3,B cell,Immune
cy102_CD45pos_S103,243,2,3,13,2,2,27,3,14,11,29,15,4,11,2,9,T cell,Immune
cy102_CD45pos_S104,243,1,1,5,4,1,38,30,14,2,2,29,3,2,3,3,T.CD4,Immune
cy102_CD45pos_S105,243,2,2,3,1,5,36,26,14,2,15,15,2,3,2,20,T cell,Immune
cy102_CD45pos_S106,278,1,2,3,5,1,21,14,6,7,35,15,3,7,2,17,Macrophage,Immune
cy102_CD45pos_S108,282,2,4,10,3,7,44,20,9,13,7,54,6,7,2,18,Macrophage,Immune
cy102_CD45pos_S112,279,1,1,1,4,2,38,30,6,2,2,29,3,1,3,3,T.CD4,Immune
cy102_CD45pos_S113,278,1,1,5,4,1,39,21,10,2,1,42,3,1,3,3,T.CD8,Immune
cy102_CD45pos_S114,278,1,1,5,4,2,30,31,10,2,1,32,2,1,3,3,T.CD8,Immune
cy102_CD45pos_S116,278,2,4,10,5,2,27,3,10,2,7,28,3,7,5,17,Macrophage,Immune
cy102_CD45pos_S117,278,1,1,5,4,1,18,21,6,2,1,23,3,2,3,3,T.CD8,Immune
cy102_CD45pos_S120,278,1,3,11,4,2,27,3,10,2,1,54,3,11,5,9,T.CD8,Immune
cy102_CD45pos_S121,243,1,2,3,5,1,42,29,14,7,50,54,3,3,3,20,B cell,Immune
cy102_CD45pos_S122,279,1,1,1,4,2,38,15,5,3,2,54,1,1,3,10,T.CD4,Immune
cy102_CD45pos_S123,278,1,1,5,4,2,30,30,10,2,1,47,3,1,3,3,T.CD4,Immune
cy102_CD45pos_S124,278,1,1,5,4,2,30,30,10,2,1,42,3,1,3,3,T.CD8,Immune
cy102_CD45pos_S125,278,1,3,11,4,2,27,3,10,2,1,28,3,11,5,8,T.CD8,Immune
cy102_CD45pos_S126,279,2,4,10,3,7,44,20,5,3,7,8,3,7,2,18,Macrophage,Immune
cy102_CD45pos_S127,243,1,1,5,4,1,38,30,10,2,2,29,3,2,3,20,T.CD4,Immune
cy102_CD45pos_S128,243,1,1,1,4,1,38,30,14,2,2,30,3,2,3,3,T cell,Immune
cy102_CD45pos_S129,243,1,3,11,4,2,27,3,14,2,1,28,4,11,5,8,T.CD8,Immune
cy102_CD45pos_S130,280,1,1,1,4,1,18,21,8,8,1,23,2,1,3,3,T.CD8,Immune
cy102_CD45pos_S131,280,1,1,4,4,2,40,19,8,8,2,54,2,5,3,3,T.CD8,Immune
cy102_CD45pos_S132,279,1,1,1,4,2,38,30,6,2,3,29,3,1,3,3,T.CD4,Immune
cy102_CD45pos_S141,279,1,1,1,4,1,17,9,6,2,2,30,1,2,3,2,T.CD4,Immune
cy102_CD45pos_S145,164,2,2,3,1,5,36,26,16,2,29,15,3,3,2,20,T cell,Immune
cy102_CD45pos_S146,243,1,3,11,4,2,27,3,14,2,1,26,4,1,3,17,T.CD8,Immune
cy102_CD45pos_S147,278,1,1,1,4,2,38,30,10,3,2,54,3,1,3,17,T.CD4,Immune
cy102_CD45pos_S148,278,1,2,3,5,1,21,27,10,7,35,15,1,7,2,10,Macrophage,Immune
cy102_CD45pos_S149,243,2,1,11,4,2,38,30,14,2,2,30,3,1,3,3,T.CD4,Immune
cy102_CD45pos_S151,279,1,2,3,5,1,21,14,6,7,35,54,3,7,2,17,Macrophage,Immune
cy102_CD45pos_S152,234,2,1,5,4,1,15,30,14,2,1,33,3,2,3,3,T.CD8,Immune
cy102_CD45pos_S153,282,2,4,10,3,7,24,20,15,15,9,54,2,7,2,19,Macrophage,Immune
cy102_CD45pos_S154,278,1,1,5,4,1,38,30,10,2,2,45,3,1,3,3,T.CD4,Immune
cy102_CD45pos_S155,278,1,1,5,4,2,38,30,10,11,3,54,3,1,3,17,T.CD4,Immune
cy102_CD45pos_S158,278,1,2,5,5,2,38,30,10,2,3,29,3,1,3,17,T.CD4,Immune
cy102_CD45pos_S159,278,1,1,5,4,2,38,30,10,2,2,44,3,1,3,3,T.CD4,Immune
cy102_CD45pos_S160,181,2,2,11,4,5,36,26,16,2,1,15,3,1,2,20,T.CD8,Immune
cy102_CD45pos_S162,278,1,3,11,4,2,27,3,10,11,3,28,3,11,5,8,T.CD4,Immune
cy102_CD45pos_S163,278,1,3,11,4,2,27,3,10,2,50,28,3,11,5,8,T.CD4,Immune
cy102_CD45pos_S164,277,2,1,5,4,1,38,30,10,2,2,45,3,1,3,3,T.CD4,Immune
cy102_CD45pos_S165,243,2,4,10,5,7,32,23,14,2,7,7,3,7,2,17,Macrophage,Immune
cy102_CD45pos_S166,243,2,1,4,5,1,45,19,14,2,2,42,3,2,3,20,T.CD8,Immune
cy102_CD45pos_S167,279,1,1,1,4,1,38,30,8,8,2,47,2,1,3,3,T cell,Immune
cy102_CD45pos_S168,278,2,4,10,3,7,44,23,10,7,7,8,6,7,2,18,Macrophage,Immune
cy102_CD45pos_S169,281,1,1,4,5,1,41,18,7,8,75,49,1,4,3,10,T cell,Immune
cy102_CD45pos_S170,278,1,1,5,4,2,38,30,10,2,3,29,3,1,3,17,T.CD4,Immune
cy102_CD45pos_S171,279,1,3,11,4,2,27,3,6,11,3,28,3,11,5,9,T.CD4,Immune
cy102_CD45pos_S175,278,1,1,5,4,1,38,30,6,2,3,54,3,2,3,3,T.CD4,Immune
cy102_CD45pos_S176,278,1,3,11,4,2,27,3,10,2,1,28,3,11,5,8,T.CD8,Immune
cy102_CD45pos_S177,243,2,1,5,4,1,38,30,14,2,2,30,4,2,3,3,T.CD4,Immune
cy102_CD45pos_S178,280,1,1,4,4,1,38,21,8,2,3,29,2,2,3,20,T.CD4,Immune
cy102_CD45pos_S180,278,1,1,1,4,2,38,30,10,2,2,44,3,1,3,3,T cell,Immune
cy102_CD45pos_S181,278,1,1,7,4,1,41,19,10,2,2,49,2,4,3,20,T cell,Immune
cy102_CD45pos_S183,243,1,3,5,4,1,15,30,14,2,1,38,3,1,3,3,T.CD8,Immune
cy102_CD45pos_S184,278,2,4,10,3,7,44,23,11,5,7,8,6,7,2,18,Macrophage,Immune
cy102_CD45pos_S185,243,1,3,11,5,2,23,3,14,2,4,5,4,3,5,9,B cell,Immune
cy102_CD45pos_S186,278,1,2,3,5,1,42,29,10,7,4,3,3,3,3,3,B cell,Immune
cy102_CD45pos_S187,280,1,1,4,4,1,38,31,8,8,2,29,2,2,3,20,T cell,Immune
cy102_CD45pos_S188,278,2,2,10,5,7,44,23,10,7,61,8,2,7,2,18,Macrophage,Immune
cy102_CD45pos_S189,278,1,3,11,4,2,27,3,10,2,1,28,3,11,5,8,T.CD8,Immune
cy102_CD45pos_S190,279,1,1,1,4,2,38,30,10,2,3,29,2,1,3,20,T.CD4,Immune
cy102_CD45pos_S193,180,2,4,11,4,5,27,3,14,2,55,28,2,7,5,20,Macrophage,Immune
cy102_CD45pos_S194,243,2,1,4,5,1,38,18,14,2,3,29,1,2,3,4,T.CD4,Immune
cy102_CD45pos_S195,182,1,3,11,4,5,27,15,3,2,3,28,1,11,5,10,T.CD4,Immune
cy102_CD45pos_S196,184,1,2,3,5,1,42,27,3,2,4,4,1,3,3,4,B cell,Immune
cy102_CD45pos_S197,103,2,2,3,1,5,36,27,13,2,0,15,1,3,2,4,T cell,Immune
cy102_CD45pos_S198,182,2,1,1,4,1,48,24,3,2,1,33,1,1,3,4,T.CD8,Immune
cy102_CD45pos_S200,165,2,2,5,1,5,36,26,16,2,29,15,3,3,2,20,T cell,Immune
cy102_CD45pos_S201,278,2,4,10,3,7,44,23,11,7,9,11,2,7,2,13,Macrophage,Immune
cy102_CD45pos_S202,234,2,1,4,4,1,38,19,14,2,3,29,2,2,3,7,T.CD4,Immune
cy102_CD45pos_S203,184,1,1,5,4,1,38,24,3,2,3,44,1,2,3,4,T.CD4,Immune
cy102_CD45pos_S204,278,2,4,10,3,7,44,23,11,5,7,11,2,7,2,13,Macrophage,Immune
cy102_CD45pos_S205,282,1,3,9,4,1,45,19,9,8,2,46,1,2,3,7,T.CD4,Immune
cy102_CD45pos_S206,278,1,4,11,4,2,27,3,10,11,3,28,3,11,5,8,T.CD4,Immune
cy102_CD45pos_S208,184,2,3,7,4,1,38,19,14,2,3,44,2,5,3,20,T.CD4,Immune
cy102_CD45pos_S209,278,1,3,5,4,2,30,30,10,2,1,32,2,1,3,20,T.CD8,Immune
cy102_CD45pos_S210,214,2,6,2,4,5,32,22,16,2,55,7,3,9,1,3,T cell,Immune
cy102_CD45pos_S211,243,1,3,4,4,1,38,21,14,2,3,54,3,2,3,20,T cell,Immune
cy102_CD45pos_S213,243,2,1,5,4,1,38,31,14,2,2,44,2,2,3,7,T.CD4,Immune
cy102_CD45pos_S214,181,1,2,3,5,1,42,2,16,7,4,3,2,3,3,10,B cell,Immune
cy102_CD45pos_S215,182,2,4,5,4,2,38,30,3,2,2,29,2,1,3,20,T cell,Immune
cy102_CD45pos_S216,243,2,4,10,3,7,44,20,14,2,7,8,3,7,2,13,Macrophage,Immune
cy102_CD45pos_S217,279,2,4,10,3,7,44,23,11,5,9,11,2,7,2,18,Macrophage,Immune
cy102_CD45pos_S218,278,1,3,7,5,1,41,19,10,2,2,49,2,4,3,20,T.CD4,Immune
cy102_CD45pos_S219,278,1,4,11,4,2,27,3,10,11,1,28,3,11,5,8,T.CD8,Immune
cy102_CD45pos_S220,278,2,4,10,5,7,44,20,11,2,7,9,1,7,2,13,Macrophage,Immune
cy102_CD45pos_S221,277,1,3,7,5,1,41,19,14,2,2,30,2,2,3,10,T cell,Immune
cy102_CD45pos_S224,278,2,4,10,3,7,44,23,11,7,61,8,2,7,2,13,Macrophage,Immune
cy102_CD45pos_S225,234,3,6,2,4,4,32,22,14,11,79,7,3,12,1,3,T.CD4,Immune
cy102_CD45pos_S226,243,1,1,5,4,2,30,15,14,2,1,32,1,1,3,10,T.CD8,Immune
cy102_CD45pos_S227,214,2,2,5,1,5,36,26,3,2,15,54,1,3,2,10,T cell,Immune
cy102_CD45pos_S228,279,2,4,10,3,7,44,23,11,5,7,8,2,7,2,13,Macrophage,Immune
cy102_CD45pos_S229,279,2,2,11,1,5,36,26,5,10,44,15,3,3,2,12,T cell,Immune
cy102_CD45pos_S230,280,1,3,5,4,1,38,19,8,2,2,44,2,5,3,20,T cell,Immune
cy102_CD45pos_S231,278,1,2,3,5,1,42,2,10,7,4,3,2,3,3,20,B cell,Immune
cy102_CD45pos_S232,278,2,4,10,3,7,44,20,11,7,9,54,2,7,2,13,Macrophage,Immune
cy102_CD45pos_S233,243,2,1,5,4,2,38,15,10,2,50,44,2,2,3,20,T cell,Immune
cy102_CD45pos_S234,280,1,1,5,4,2,39,24,8,2,1,54,1,5,3,4,T.CD4,Immune
cy102_CD45pos_S235,234,1,3,5,4,2,38,15,14,2,3,54,2,2,3,20,T.CD4,Immune
cy102_CD45pos_S236,277,1,1,7,5,1,41,19,14,2,2,44,2,2,3,10,T cell,Immune
cy102_CD45pos_S237,279,2,4,10,3,7,44,20,6,5,7,54,2,7,2,13,Macrophage,Immune
cy102_CD45pos_S238,278,1,2,3,5,1,42,29,10,7,4,3,2,3,3,20,B cell,Immune
cy102_CD45pos_S239,278,1,3,5,4,1,38,15,10,2,2,29,2,2,3,20,T.CD4,Immune
cy102_CD45pos_S240,232,1,1,4,5,1,41,18,14,2,2,45,1,4,3,10,T.CD4,Immune
cy102_CD45pos_S241,279,1,3,5,4,1,38,31,6,2,2,54,2,2,3,3,T.CD4,Immune
cy102_CD45pos_S242,280,1,1,7,5,1,41,19,8,8,2,49,2,4,3,3,T cell,Immune
cy102_CD45pos_S243,279,1,3,5,4,2,39,31,6,2,1,32,3,5,3,3,T.CD8,Immune
cy102_CD45pos_S244,232,1,2,3,5,1,42,29,14,7,8,3,3,3,3,17,B cell,Immune
cy102_CD45pos_S245,278,1,1,7,4,1,38,19,10,2,3,54,2,4,3,3,T cell,Immune
cy102_CD45pos_S246,279,1,1,7,5,1,41,19,8,2,2,54,2,4,3,20,T.CD4,Immune
cy102_CD45pos_S247,278,3,6,2,4,3,32,22,10,1,75,7,3,12,1,9,T.CD4,Immune
cy102_CD45pos_S248,279,2,4,10,3,7,44,20,8,3,7,8,3,7,2,18,Macrophage,Immune
cy102_CD45pos_S249,278,1,2,3,5,1,42,29,10,7,4,4,2,3,3,20,B cell,Immune
cy102_CD45pos_S250,279,2,4,10,3,7,24,20,11,5,9,11,2,7,2,18,Macrophage,Immune
cy102_CD45pos_S251,278,2,4,10,3,7,44,20,10,7,7,8,2,7,2,18,Macrophage,Immune
cy102_CD45pos_S252,233,2,2,5,1,5,36,26,14,2,15,15,3,3,2,12,T cell,Immune
cy102_CD45pos_S253,281,1,1,7,4,1,41,19,7,8,2,46,2,5,3,3,T cell,Immune
cy102_CD45pos_S254,282,1,3,5,4,2,39,31,9,4,1,32,3,5,3,3,T.CD8,Immune
cy102_CD45pos_S255,280,1,3,5,4,2,39,31,8,2,1,32,2,1,3,3,T.CD8,Immune
cy102_CD45pos_S256,278,1,3,11,4,2,27,7,10,2,3,28,1,11,5,20,T cell,Immune
cy102_CD45pos_S257,278,1,3,5,4,2,38,31,10,2,2,44,2,5,3,20,T.CD4,Immune
cy102_CD45pos_S258,280,1,2,3,5,1,42,2,8,7,4,4,1,3,3,20,B cell,Immune
cy102_CD45pos_S259,279,1,3,11,4,2,27,3,6,11,3,28,3,11,5,8,T.CD4,Immune
cy102_CD45pos_S260,278,1,1,7,5,1,41,19,10,2,2,44,3,4,3,3,T.CD4,Immune
cy102_CD45pos_S261,278,1,1,7,4,1,39,24,10,2,1,54,1,5,3,10,T cell,Immune
cy102_CD45pos_S263,278,1,1,5,4,2,38,15,10,2,3,54,1,1,3,7,T.CD4,Immune
cy102_CD45pos_S264,278,1,1,5,4,1,39,24,6,2,1,38,1,5,3,10,T.CD8,Immune
cy102_CD45pos_S265,281,1,3,11,4,2,27,7,7,2,3,54,3,11,5,8,T.CD4,Immune
cy102_CD45pos_S266,281,1,4,11,4,2,27,3,9,3,1,54,3,11,5,8,T cell,Immune
cy102_CD45pos_S267,280,1,3,5,4,2,30,31,8,8,1,32,2,5,3,20,T.CD8,Immune
cy102_CD45pos_S268,279,1,3,5,4,2,38,30,6,2,3,29,3,5,3,3,T cell,Immune
cy102_CD45pos_S269,277,2,2,5,1,5,36,9,14,15,29,15,1,3,2,2,T cell,Immune
cy102_CD45pos_S270,280,1,2,3,5,1,21,26,8,7,35,15,1,7,2,18,Macrophage,Immune
cy102_CD45pos_S271,279,2,4,10,5,7,44,23,6,7,55,8,2,7,2,18,Macrophage,Immune
cy102_CD45pos_S272,279,1,4,11,4,2,27,7,6,2,1,28,3,11,5,3,T.CD8,Immune
cy102_CD45pos_S273,279,1,1,4,5,1,41,19,8,8,2,54,2,5,3,20,T.CD4,Immune
cy102_CD45pos_S274,279,1,3,5,4,2,30,31,6,2,1,32,2,1,3,20,T.CD8,Immune
cy102_CD45pos_S275,278,1,1,5,4,1,38,15,10,2,2,44,2,2,3,10,T.CD4,Immune
cy102_CD45pos_S277,280,1,1,5,4,2,39,31,8,2,1,32,2,5,3,20,T.CD8,Immune
cy102_CD45pos_S278,280,1,1,7,4,2,39,24,7,8,1,54,2,5,3,20,T.CD8,Immune
cy102_CD45pos_S279,281,1,1,5,4,1,39,24,7,8,1,42,1,5,3,20,T.CD8,Immune
cy102_CD45pos_S280,279,1,3,11,4,2,38,7,5,11,1,29,3,5,5,8,T.CD4,Immune
cy102_CD45pos_S281,279,1,1,5,4,2,30,15,8,2,16,31,1,5,3,10,T.CD8,Immune
cy102_CD45pos_S282,281,1,4,5,4,2,38,31,15,8,3,29,3,5,3,3,T cell,Immune
cy102_CD45pos_S283,278,1,2,3,5,1,42,2,10,7,4,54,2,3,3,20,B cell,Immune
cy102_CD45pos_S284,280,2,4,10,3,7,44,23,8,5,7,8,2,7,2,18,Macrophage,Immune
cy102_CD45pos_S285,280,1,4,5,4,1,38,31,15,8,2,29,2,5,3,20,T cell,Immune
cy102_CD45pos_S287,279,1,3,1,4,2,46,31,10,2,1,54,1,1,3,7,T.CD8,Immune
cy102_CD45pos_S97,279,2,4,10,5,7,44,3,6,7,7,54,2,7,2,18,Macrophage,Immune
cy102_CD45pos_S98,279,1,1,5,4,2,38,30,12,2,2,54,3,2,3,17,T cell,Immune
cy102_CD45pos_S99,280,1,1,1,4,2,38,30,7,8,2,29,2,1,3,3,T cell,Immune
cy103_CD45neg_CD90neg_S1,279,1,8,9,5,6,46,5,5,6,78,39,1,4,3,11,Mal,Tumour
cy103_CD45neg_CD90neg_S100,278,3,8,8,2,3,43,28,1,1,56,10,2,8,1,12,Mal,Tumour
cy103_CD45neg_CD90neg_S101,278,3,8,2,1,3,37,1,5,1,59,54,2,9,1,3,Mal,Tumour
cy103_CD45neg_CD90neg_S104,279,3,8,2,1,3,37,1,5,1,28,10,2,9,1,3,Mal,Tumour
cy103_CD45neg_CD90neg_S105,284,3,8,8,2,3,43,28,4,14,21,10,1,8,1,8,Mal,Tumour
cy103_CD45neg_CD90neg_S106,281,3,8,9,1,3,37,1,12,14,71,10,2,15,1,3,Mal,Tumour
cy103_CD45neg_CD90neg_S107,280,3,8,2,1,3,37,1,12,14,65,10,2,8,1,8,Mal,Tumour
cy103_CD45neg_CD90neg_S108,254,2,8,8,1,3,43,28,1,1,42,10,3,8,1,12,Mal,Tumour
cy103_CD45neg_CD90neg_S109,280,1,8,3,5,1,20,14,8,8,2,54,1,3,3,3,Mal,Tumour
cy103_CD45neg_CD90neg_S11,284,3,8,9,2,3,34,1,2,6,21,54,1,8,3,17,Mal,Tumour
cy103_CD45neg_CD90neg_S110,279,1,6,2,4,3,37,3,5,1,1,10,3,9,5,17,Mal,Tumour
cy103_CD45neg_CD90neg_S114,279,3,8,8,1,3,43,28,5,4,68,10,2,8,1,12,Mal,Tumour
cy103_CD45neg_CD90neg_S115,279,3,8,8,1,3,43,28,5,3,21,10,2,8,1,8,Mal,Tumour
cy103_CD45neg_CD90neg_S116,279,3,8,2,1,3,37,1,5,1,65,10,2,9,1,3,Mal,Tumour
cy103_CD45neg_CD90neg_S118,278,3,8,8,1,3,43,28,1,1,28,54,2,8,1,12,Mal,Tumour
cy103_CD45neg_CD90neg_S119,279,1,8,2,4,3,37,3,5,1,1,54,2,9,5,17,Mal,Tumour
cy103_CD45neg_CD90neg_S12,289,3,8,8,1,3,43,1,2,4,39,10,5,8,1,8,Mal,Tumour
cy103_CD45neg_CD90neg_S120,280,3,8,2,1,3,37,1,5,1,28,54,2,9,1,11,Mal,Tumour
cy103_CD45neg_CD90neg_S122,279,3,8,2,1,3,37,1,5,1,28,10,2,9,1,3,Mal,Tumour
cy103_CD45neg_CD90neg_S123,279,3,8,2,1,3,37,1,5,1,1,10,2,9,1,3,Mal,Tumour
cy103_CD45neg_CD90neg_S125,280,3,8,2,1,3,37,1,12,1,28,54,2,9,1,3,Mal,Tumour
cy103_CD45neg_CD90neg_S126,284,3,8,8,2,2,43,28,4,4,56,54,1,8,1,8,Mal,Tumour
cy103_CD45neg_CD90neg_S127,284,3,8,8,2,3,43,4,4,14,6,10,1,8,1,8,Mal,Tumour
cy103_CD45neg_CD90neg_S128,284,3,8,8,2,3,43,28,4,14,68,54,1,8,1,12,Mal,Tumour
cy103_CD45neg_CD90neg_S129,282,3,8,2,1,3,37,1,2,4,20,10,2,8,1,20,Mal,Tumour
cy103_CD45neg_CD90neg_S13,234,2,6,10,3,7,44,23,14,7,7,54,6,7,2,9,Mal,Tumour
cy103_CD45neg_CD90neg_S130,280,3,8,2,1,3,37,1,12,1,65,10,2,9,1,3,Mal,Tumour
cy103_CD45neg_CD90neg_S131,280,3,8,2,1,3,37,1,12,1,59,10,2,9,1,8,Mal,Tumour
cy103_CD45neg_CD90neg_S133,278,3,8,2,1,3,37,8,1,1,65,10,3,9,1,9,Mal,Tumour
cy103_CD45neg_CD90neg_S134,280,3,8,2,1,3,37,1,12,4,0,10,2,9,1,8,Mal,Tumour
cy103_CD45neg_CD90neg_S135,280,3,8,2,1,3,37,16,12,3,5,10,1,9,1,20,Mal,Tumour
cy103_CD45neg_CD90neg_S136,278,3,8,2,1,3,37,1,1,1,28,10,2,9,1,8,Mal,Tumour
cy103_CD45neg_CD90neg_S137,282,3,8,2,1,3,37,1,2,1,74,54,1,9,1,3,Mal,Tumour
cy103_CD45neg_CD90neg_S138,282,3,8,8,1,3,43,9,2,4,40,54,1,8,1,12,Mal,Tumour
cy103_CD45neg_CD90neg_S139,279,3,8,2,1,3,37,1,5,1,59,54,2,9,1,3,Mal,Tumour
cy103_CD45neg_CD90neg_S140,278,3,8,2,1,3,37,1,5,1,21,10,2,9,1,8,Mal,Tumour
cy103_CD45neg_CD90neg_S141,282,3,8,2,1,3,37,1,2,14,39,10,2,9,1,8,Mal,Tumour
cy103_CD45neg_CD90neg_S143,284,3,8,8,1,3,43,11,4,14,68,10,1,8,1,12,Mal,Tumour
cy103_CD45neg_CD90neg_S145,281,3,8,8,2,3,43,28,12,14,65,10,2,8,1,14,Mal,Tumour
cy103_CD45neg_CD90neg_S149,279,1,8,1,4,2,48,21,8,2,1,32,1,1,3,20,Mal,Tumour
cy103_CD45neg_CD90neg_S15,164,2,8,2,1,3,37,1,13,2,59,10,3,9,1,3,Mal,Tumour
cy103_CD45neg_CD90neg_S150,280,3,6,2,4,3,37,25,12,1,57,10,2,9,1,17,Mal,Tumour
cy103_CD45neg_CD90neg_S151,280,3,8,2,2,3,43,13,12,1,21,10,2,8,1,9,Mal,Tumour
cy103_CD45neg_CD90neg_S152,279,3,8,2,1,3,37,25,5,1,39,10,2,15,1,9,Mal,Tumour
cy103_CD45neg_CD90neg_S153,280,3,8,2,1,3,37,1,12,3,39,54,2,9,1,3,Mal,Tumour
cy103_CD45neg_CD90neg_S154,284,3,8,8,2,3,43,4,4,14,68,10,1,8,1,14,Mal,Tumour
cy103_CD45neg_CD90neg_S155,255,2,8,2,1,3,37,28,1,1,68,10,2,8,1,12,Mal,Tumour
cy103_CD45neg_CD90neg_S156,280,2,4,10,3,7,44,23,8,5,7,11,2,7,2,1,Mal,Tumour
cy103_CD45neg_CD90neg_S157,282,3,8,8,2,3,43,28,2,4,68,10,1,8,1,3,Mal,Tumour
cy103_CD45neg_CD90neg_S159,279,1,3,11,5,8,23,7,6,7,4,15,3,11,5,8,Mal,Tumour
cy103_CD45neg_CD90neg_S160,278,3,8,2,1,3,37,1,5,1,28,54,2,9,1,3,Mal,Tumour
cy103_CD45neg_CD90neg_S161,280,3,8,2,2,3,37,8,12,1,65,54,2,15,1,8,Mal,Tumour
cy103_CD45neg_CD90neg_S162,279,3,8,2,1,3,37,25,5,3,57,10,2,9,1,9,Mal,Tumour
cy103_CD45neg_CD90neg_S163,290,3,8,8,2,3,43,28,2,4,39,10,1,8,1,3,Mal,Tumour
cy103_CD45neg_CD90neg_S164,279,3,8,2,1,3,37,8,5,1,21,10,2,15,1,8,Mal,Tumour
cy103_CD45neg_CD90neg_S165,279,3,8,2,1,3,37,1,5,1,65,10,2,9,1,3,Mal,Tumour
cy103_CD45neg_CD90neg_S166,254,3,8,8,1,3,43,28,1,11,21,10,2,8,1,12,Mal,Tumour
cy103_CD45neg_CD90neg_S168,278,3,8,2,1,3,37,25,5,1,0,10,3,9,1,9,Mal,Tumour
cy103_CD45neg_CD90neg_S169,280,3,8,2,1,3,37,1,5,1,56,54,2,9,1,17,Mal,Tumour
cy103_CD45neg_CD90neg_S170,279,3,8,2,1,3,37,1,5,1,0,10,3,9,1,17,Mal,Tumour
cy103_CD45neg_CD90neg_S172,280,3,8,2,2,3,43,4,12,1,68,10,3,8,1,9,Mal,Tumour
cy103_CD45neg_CD90neg_S173,279,3,8,2,1,3,37,1,5,1,0,10,2,9,1,9,Mal,Tumour
cy103_CD45neg_CD90neg_S178,282,3,8,2,1,3,37,8,2,4,18,54,2,9,1,9,Mal,Tumour
cy103_CD45neg_CD90neg_S179,279,3,8,2,1,3,37,1,5,1,0,10,2,9,1,3,Mal,Tumour
cy103_CD45neg_CD90neg_S18,164,2,8,8,1,3,43,9,16,11,28,10,1,8,1,2,Mal,Tumour
cy103_CD45neg_CD90neg_S180,282,3,8,2,1,3,37,1,2,14,0,54,2,9,1,17,Mal,Tumour
cy103_CD45neg_CD90neg_S181,279,3,8,2,1,3,37,1,5,1,0,54,2,9,1,17,Mal,Tumour
cy103_CD45neg_CD90neg_S182,279,3,8,2,1,3,37,1,5,1,57,10,2,9,1,11,Mal,Tumour
cy103_CD45neg_CD90neg_S183,278,3,8,2,1,3,37,8,5,1,0,10,3,15,1,9,Mal,Tumour
cy103_CD45neg_CD90neg_S184,280,3,8,2,1,3,37,1,12,3,39,54,2,9,1,3,Mal,Tumour
cy103_CD45neg_CD90neg_S185,279,3,8,2,1,3,37,1,5,7,57,10,2,9,1,11,Mal,Tumour
cy103_CD45neg_CD90neg_S186,279,2,2,8,1,5,36,26,5,10,44,15,3,3,2,3,Mal,Tumour
cy103_CD45neg_CD90neg_S188,280,3,8,2,1,3,37,1,5,7,57,10,2,9,1,17,Mal,Tumour
cy103_CD45neg_CD90neg_S189,281,3,8,2,1,3,37,1,2,4,49,10,2,9,1,8,Mal,Tumour
cy103_CD45neg_CD90neg_S19,279,3,8,8,1,3,43,28,5,3,21,39,5,8,1,8,Mal,Tumour
cy103_CD45neg_CD90neg_S190,279,3,8,14,1,3,37,1,5,7,56,10,2,3,2,9,Mal,Tumour
cy103_CD45neg_CD90neg_S20,227,2,8,8,1,4,37,11,3,1,58,10,1,8,1,12,Mal,Tumour
cy103_CD45neg_CD90neg_S21,184,2,8,7,1,4,40,19,14,11,19,50,4,4,1,3,Mal,Tumour
cy103_CD45neg_CD90neg_S22,277,2,8,8,1,3,37,11,1,3,39,10,1,8,1,12,Mal,Tumour
cy103_CD45neg_CD90neg_S23,278,1,8,9,1,1,46,16,5,6,21,39,1,8,3,7,Mal,Tumour
cy103_CD45neg_CD90neg_S24,278,3,8,9,1,3,37,16,5,6,21,10,1,8,1,20,Mal,Tumour
cy103_CD45neg_CD90neg_S26,214,2,8,2,1,3,37,1,3,7,57,10,4,9,1,9,Mal,Tumour
