Unnamed: 0,cell,seurat,ascend,cellRanger,cidr,clue,countClust,RaceID,rca,SAFE,SAME_AIC,SAME_BIC,sc3,scran,seurat_y,simlr,truth,tscan,paper
224,Cy72_CD45_F03_S735_comb,1,1,2,4,10,1,2058,2,2,18,10,20,3,1,14,T Cell,1,2
225,Cy81_Bulk_CD45_F12_S168_comb,7,2,3,3,5,2,3,1,8,8,13,26,2,8,10,Melanoma,2,1
226,Cy72_CD45_G11_S755_comb,3,1,4,1,11,3,388,4,3,7,12,25,4,3,7,B Cell,3,3
227,CY58_1_CD45_B11_S983_comb,2,1,2,2,10,1,1813,3,1,14,16,11,1,1,14,T Cell,1,2
228,Cy81_FNA_CD45_E05_S245_comb,13,1,1,2,4,3,656,3,1,2,9,23,1,9,14,T Cell,3,2
229,Cy72_CD45_G06_S750_comb,1,1,2,4,10,1,1292,2,2,18,10,5,3,1,14,T Cell,1,2
230,Cy71_CD45_E06_S534_comb,6,2,3,3,6,2,15,9,8,12,3,29,2,5,3,Melanoma,2,1
231,Cy71_CD45_F04_S544_comb,2,1,1,2,1,4,1123,3,1,1,2,11,1,1,14,T Cell,4,2
232,CY58_1_CD45_D07_S1003_comb,2,1,2,2,10,1,1965,3,1,14,16,11,1,1,14,T Cell,1,2
233,Cy71_CD45_E07_S535_comb,5,1,2,2,10,3,2548,2,1,20,15,17,1,1,14,T Cell,3,2
234,CY58_1_CD45_F06_S1026_comb,5,1,1,7,10,3,750,2,1,20,15,13,7,1,14,T Cell,3,2
235,Cy71_CD45_C12_S516_comb,8,2,3,3,6,2,8,9,8,12,3,29,2,9,3,Melanoma,2,1
236,Cy81_FNA_CD45_B06_S210_comb,1,1,2,5,10,1,2389,3,1,18,5,15,3,1,14,T Cell,1,2
237,Cy81_FNA_CD45_A10_S202_comb,1,1,2,3,4,3,2088,10,1,20,15,13,1,1,14,T Cell,3,2
238,Cy72_CD45_A10_S682_comb,1,1,2,4,10,1,2031,2,2,18,10,5,3,1,14,T Cell,1,2
239,Cy72_CD45_A12_S684_comb,1,1,2,5,10,1,2312,2,2,18,10,5,3,1,14,T Cell,1,2
240,Cy71_CD45_A06_S486_comb,8,2,3,3,6,2,15,9,8,12,3,29,2,9,3,Melanoma,2,1
241,CY58_1_CD45_G02_S1034_comb,1,1,2,7,10,1,2333,3,1,14,5,8,3,1,14,T Cell,1,2
242,CY58_1_CD45_A05_S965_comb,5,1,1,2,1,3,1605,3,1,9,15,15,1,2,14,NK,3,7
243,Cy80_II_CD45_E11_S923_comb,12,2,3,3,6,2,4,1,8,13,13,28,2,10,11,Melanoma,2,1
244,CY58_1_CD45_G03_S1035_comb,1,1,2,7,10,1,2307,2,2,18,5,18,3,1,14,T Cell,1,2
245,Cy72_CD45_D10_S718_comb,1,1,2,4,10,1,1393,2,2,18,10,5,3,1,14,T Cell,1,2
246,Cy71_CD45_C09_S513_comb,6,2,3,3,6,2,15,9,8,12,3,29,2,5,3,Melanoma,2,1
247,Cy71_CD45_E05_S533_comb,6,2,3,3,6,2,15,1,8,12,3,29,2,5,3,Melanoma,2,1
248,Cy72_CD45_E01_S721_comb,1,1,2,5,10,1,2661,2,2,18,10,5,3,1,14,T Cell,1,2
249,Cy81_Bulk_CD45_A08_S104_comb,7,2,3,6,5,2,3,1,8,8,13,26,6,8,3,Melanoma,2,1
250,Cy74_CD45_A06_S390_comb,9,2,7,7,8,3,10,5,5,5,7,22,7,7,13,Macrophage,3,4
251,Cy81_FNA_CD45_F07_S259_comb,1,1,2,2,10,1,1879,2,1,4,5,5,1,1,14,T Cell,1,2
252,Cy72_CD45_B12_S696_comb,1,1,2,5,10,1,2074,3,1,18,5,18,3,1,14,T Cell,1,2
253,Cy71_CD45_H12_S576_comb,6,2,3,7,6,2,15,0,8,17,3,29,2,9,15,Melanoma,2,1
254,Cy80_II_CD45_E08_S920_comb,12,2,3,6,7,2,4,6,8,13,13,28,6,10,11,Melanoma,2,1
255,CY58_1_CD45_A08_S968_comb,2,1,1,2,1,3,1428,3,1,9,15,11,1,1,14,T Cell,3,2
256,Cy72_CD45_H08_S764_comb,1,1,2,5,10,1,2484,2,2,18,5,17,3,1,14,T Cell,1,2
257,Cy74_CD45_C07_S415_comb,9,2,7,3,8,3,10,5,5,5,7,22,7,7,13,Macrophage,3,4
258,Cy81_FNA_CD45_H05_S377_comb,7,2,3,6,5,2,3,1,8,8,13,26,2,8,10,Melanoma,2,1
259,Cy72_CD45_G08_S752_comb,3,1,4,1,11,1,2458,4,3,10,14,1,4,3,7,B Cell,1,3
260,Cy81_FNA_CD45_D12_S336_comb,7,2,3,3,5,2,3,1,8,8,13,26,2,8,10,Melanoma,2,1
261,CY58_1_CD45_C07_S991_comb,2,1,1,2,1,3,518,3,1,9,15,11,1,1,14,T Cell,3,2
262,CY58_1_CD45_G01_S1033_comb,5,1,2,2,10,3,1776,2,1,20,15,8,1,1,14,T Cell,3,2
263,Cy72_CD45_D02_S710_comb,3,1,4,1,11,1,415,4,3,10,14,3,4,3,7,B Cell,1,3
264,Cy81_FNA_CD45_G06_S270_comb,1,1,2,5,10,1,2362,2,2,18,10,5,3,1,14,T Cell,1,2
265,Cy81_FNA_CD45_A11_S203_comb,1,1,2,3,10,1,2705,2,1,18,5,13,1,1,14,T Cell,1,2
266,Cy71_CD45_H09_S573_comb,1,1,2,4,10,1,2542,2,2,18,10,18,3,1,14,T Cell,1,2
267,Cy72_CD45_G10_S754_comb,1,1,2,4,10,1,1860,2,2,18,10,5,3,1,14,T Cell,1,2
268,Cy74_CD45_G09_S465_comb,1,1,2,5,10,1,2502,3,1,18,5,17,3,1,14,T Cell,1,2
269,Cy74_CD45_F11_S455_comb,1,1,2,5,10,1,2703,3,2,18,5,18,3,1,15,T Cell,1,2
270,Cy71_CD45_A07_S487_comb,6,2,3,3,6,2,15,1,8,12,3,29,2,5,3,Melanoma,2,1
271,Cy71_CD45_G11_S563_comb,8,2,3,3,5,2,15,9,8,12,3,29,2,9,3,Melanoma,2,1
272,CY58_1_CD45_H10_S1054_comb,5,1,2,5,10,1,2541,3,1,18,5,11,3,1,14,T Cell,1,2
273,Cy80_II_CD45_C03_S891_comb,14,2,9,6,3,5,88,8,7,21,6,25,6,12,12,Endothelial,5,5
274,Cy72_CD45_E03_S723_comb,1,1,2,5,10,1,2293,7,2,18,10,18,3,1,14,T Cell,1,2
275,Cy72_CD45_B11_S695_comb,1,1,2,4,10,3,1379,2,2,18,10,5,3,1,14,T Cell,3,2
276,Cy74_CD45_D09_S429_comb,1,1,2,3,10,1,2156,2,1,18,5,18,1,1,14,T Cell,1,2
277,Cy72_CD45_H09_S765_comb,1,1,2,4,10,1,2323,2,2,18,10,5,3,1,14,T Cell,1,2
278,Cy81_Bulk_CD45_F05_S161_comb,7,2,3,3,5,2,3,1,8,8,13,26,2,8,10,Melanoma,2,1
279,Cy72_CD45_G07_S751_comb,1,1,2,5,10,1,1874,2,2,18,10,5,3,1,14,T Cell,1,2
280,Cy72_CD45_G05_S749_comb,1,1,2,5,10,1,1864,2,2,18,10,5,3,1,14,T Cell,1,2
281,Cy72_CD45_E09_S729_comb,3,1,4,1,11,1,2376,4,3,10,14,1,4,3,7,B Cell,1,3
282,Cy71_CD45_D03_S519_comb,5,1,2,2,10,1,1930,3,1,14,5,17,3,1,14,T Cell,1,2
283,Cy81_FNA_CD45_F05_S257_comb,1,1,2,4,10,1,2383,3,1,18,5,18,3,1,14,T Cell,1,2
284,Cy72_CD45_C11_S707_comb,1,1,2,5,10,1,1629,2,2,18,10,5,3,1,14,T Cell,1,2
285,Cy81_FNA_CD45_F12_S264_comb,3,1,4,1,11,1,2434,4,3,10,14,2,4,3,7,B Cell,1,3
286,Cy81_Bulk_CD45_D08_S140_comb,7,2,3,6,5,2,3,1,8,8,13,26,2,8,8,Melanoma,2,1
287,Cy80_II_CD45_A04_S868_comb,14,2,9,6,3,5,348,11,7,21,6,25,6,12,12,Endothelial,5,5
288,CY58_1_CD45_G06_S1038_comb,1,1,2,5,10,1,2338,2,2,18,10,18,3,1,14,T Cell,1,2
289,Cy81_FNA_CD45_B04_S304_comb,7,2,3,3,5,2,3,1,8,8,13,26,2,8,10,Melanoma,2,1
290,Cy80_II_CD45_H12_S960_comb,12,2,3,3,6,2,4,1,8,13,13,28,2,10,11,Melanoma,2,1
291,Cy81_FNA_CD45_H01_S373_comb,7,2,3,3,5,2,3,1,8,8,13,26,2,8,10,Melanoma,2,1
292,CY58_1_CD45_G07_S1039_comb,2,1,1,2,1,3,795,3,1,9,15,11,1,1,14,T Cell,3,2
293,Cy71_CD45_C07_S511_comb,6,2,3,3,6,2,15,9,8,12,3,29,2,5,3,Melanoma,2,1
294,Cy81_Bulk_CD45_A12_S108_comb,7,2,3,3,5,2,3,1,8,8,13,26,2,8,10,Melanoma,2,1
295,Cy80_II_CD45_A06_S870_comb,12,2,3,3,6,2,4,1,8,13,13,28,2,10,11,Melanoma,2,1
296,Cy74_CD45_B02_S398_comb,3,1,4,1,11,1,1909,4,3,10,14,1,4,3,7,B Cell,1,3
297,Cy71_CD45_H03_S567_comb,1,1,2,5,10,1,2494,2,2,18,10,5,3,1,14,T Cell,1,2
298,CY58_1_CD45_A02_S962_comb,1,1,2,4,10,1,1953,2,2,18,10,18,3,1,14,T Cell,1,2
299,Cy71_CD45_F12_S552_comb,5,1,2,5,10,1,2419,3,1,14,5,11,1,1,14,T Cell,1,2
300,Cy81_Bulk_CD45_E06_S150_comb,7,2,3,3,5,2,3,1,8,8,13,26,2,8,10,Melanoma,2,1
301,Cy81_Bulk_CD45_A02_S98_comb,7,2,3,6,5,3,3,1,8,8,13,26,6,8,3,Melanoma,3,1
302,Cy74_CD45_A11_S395_comb,2,1,1,2,1,3,2285,3,1,9,15,9,1,1,14,T Cell,3,2
303,Cy81_FNA_CD45_D06_S234_comb,1,1,2,5,10,1,2418,2,2,18,5,8,3,1,14,T Cell,1,2
304,Cy71_CD45_C10_S514_comb,8,2,3,3,6,2,15,9,8,12,3,29,2,9,3,Melanoma,2,1
305,Cy81_Bulk_CD45_D06_S138_comb,7,2,3,3,5,2,3,1,8,8,13,26,2,8,10,Melanoma,2,1
306,Cy71_CD45_D10_S526_comb,2,1,1,7,1,3,541,3,1,9,15,8,1,1,14,T Cell,3,2
307,Cy71_CD45_C02_S506_comb,6,2,3,3,5,2,15,9,8,12,3,29,2,5,3,Melanoma,2,1
308,Cy72_CD45_A09_S681_comb,1,1,6,5,10,1,2556,7,1,4,10,5,3,2,14,T Cell,1,2
309,Cy71_CD45_F08_S548_comb,12,2,3,3,6,2,15,9,8,12,3,29,2,5,3,Melanoma,2,1
310,Cy71_CD45_C04_S508_comb,6,2,3,3,5,2,15,9,8,12,3,29,2,5,3,Melanoma,2,1
311,Cy81_FNA_CD45_D11_S335_comb,7,2,3,3,5,2,3,1,8,8,13,26,2,8,10,Melanoma,2,1
312,Cy74_CD45_H09_S477_comb,1,1,2,5,10,1,1,2,2,18,10,18,3,1,14,T Cell,1,2
313,Cy71_CD45_H04_S568_comb,8,2,3,3,6,2,8,9,8,12,3,29,2,9,3,Melanoma,2,1
314,Cy81_FNA_CD45_C10_S322_comb,7,2,3,3,5,2,3,1,8,8,13,26,2,8,10,Melanoma,2,1
315,CY58_1_CD45_C10_S994_comb,5,1,2,2,10,1,2068,3,1,14,16,11,1,1,14,T Cell,1,2
316,CY58_1_CD45_G04_S1036_comb,2,1,2,2,10,1,2490,3,1,14,16,11,1,1,14,T Cell,1,2
317,Cy71_CD45_D01_S517_comb,6,2,3,3,5,2,15,9,8,12,3,29,2,5,3,Melanoma,2,1
318,Cy71_CD45_E01_S529_comb,5,1,2,5,10,1,2606,3,1,14,5,11,1,1,14,T Cell,1,2
319,Cy71_CD45_A09_S489_comb,9,2,7,7,8,3,5,5,5,5,7,22,7,7,13,Macrophage,3,4
320,Cy71_CD45_C06_S510_comb,2,1,1,2,1,1,1045,3,1,14,16,11,1,1,14,T Cell,1,2
321,Cy71_CD45_B09_S501_comb,6,2,3,6,12,2,15,9,8,17,3,29,2,5,15,Melanoma,2,1
322,Cy81_FNA_CD45_D04_S232_comb,5,1,2,5,10,1,2553,3,1,18,5,17,3,1,14,T Cell,1,2
323,Cy81_FNA_CD45_G12_S276_comb,1,1,2,5,10,1,1681,2,2,18,10,5,3,1,14,T Cell,1,2
324,Cy74_CD45_H11_S479_comb,2,1,2,2,10,1,1402,3,1,14,16,11,1,1,14,T Cell,1,2
325,Cy74_CD45_D02_S422_comb,5,1,2,5,10,1,2250,3,1,18,5,17,3,1,14,T Cell,1,2
326,Cy81_FNA_CD45_A04_S196_comb,5,1,2,2,10,3,2319,2,1,20,15,17,1,1,14,T Cell,3,2
327,Cy81_Bulk_CD45_G06_S174_comb,7,2,3,3,5,2,3,1,8,8,13,26,2,8,10,Melanoma,2,1
328,Cy71_CD45_H11_S575_comb,8,2,3,3,5,2,15,9,8,12,3,29,2,9,3,Melanoma,2,1
329,Cy81_FNA_CD45_B05_S209_comb,1,1,2,5,10,1,2712,7,2,18,5,17,3,1,14,T Cell,1,2
330,Cy71_CD45_D06_S522_comb,6,2,3,3,6,2,15,9,8,12,3,29,2,5,3,Melanoma,2,1
331,Cy80_II_CD45_C08_S896_comb,12,2,3,3,6,2,4,1,8,13,13,28,2,10,11,Melanoma,2,1
332,Cy72_CD45_G02_S746_comb,1,1,6,4,10,1,2331,2,2,4,10,5,3,2,14,T Cell,1,2
333,Cy71_CD45_H01_S565_comb,6,2,3,6,12,2,15,1,8,17,3,29,2,5,15,Melanoma,2,1
334,CY58_1_CD45_H01_S1045_comb,1,1,6,5,10,1,2643,3,1,18,5,15,3,1,14,T Cell,1,2
335,Cy81_FNA_CD45_E01_S337_comb,7,2,3,3,6,2,106,1,8,8,13,26,2,8,3,Melanoma,2,1
336,Cy71_CD45_B10_S502_comb,6,2,3,3,5,2,15,9,8,12,3,29,2,5,3,Melanoma,2,1
337,Cy81_Bulk_CD45_D12_S144_comb,7,2,3,3,5,2,3,1,8,8,13,26,2,8,10,Melanoma,2,1
338,Cy71_CD45_F05_S545_comb,8,2,3,3,6,2,8,9,8,12,3,29,2,9,3,Melanoma,2,1
339,CY58_1_CD45_B12_S984_comb,1,1,2,4,10,1,2429,2,2,18,10,18,3,1,14,T Cell,1,2
340,Cy74_CD45_C01_S409_comb,2,1,1,2,1,4,1889,3,1,1,2,11,1,1,14,T Cell,4,2
341,CY58_1_CD45_B03_S975_comb,1,1,2,4,10,1,1695,2,2,18,10,5,3,1,14,T Cell,1,2
342,Cy81_Bulk_CD45_G03_S171_comb,7,2,3,3,5,2,3,1,8,8,13,26,2,8,10,Melanoma,2,1
343,Cy72_CD45_A04_S676_comb,3,1,4,1,11,1,1191,4,3,10,14,1,4,3,7,B Cell,1,3
344,Cy74_CD45_D06_S426_comb,2,1,2,2,1,3,2241,3,1,9,15,11,1,1,14,T Cell,3,2
345,Cy72_CD45_C05_S701_comb,1,1,2,4,10,1,1913,2,2,18,10,5,3,1,14,T Cell,1,2
346,Cy81_Bulk_CD45_D11_S143_comb,7,2,3,3,5,2,3,1,8,8,13,26,2,8,10,Melanoma,2,1
347,Cy74_CD45_C04_S412_comb,2,1,1,2,1,3,1466,3,1,9,15,11,1,1,14,T Cell,3,2
348,Cy80_II_CD45_A08_S872_comb,14,2,9,6,3,5,1020,8,7,21,6,25,6,12,12,Endothelial,5,5
349,Cy80_II_CD45_G03_S939_comb,12,2,3,6,7,2,4,1,8,13,13,28,2,10,11,Melanoma,2,1
350,Cy74_CD45_G06_S462_comb,5,1,1,2,1,3,1482,2,1,20,15,13,1,1,14,T Cell,3,2
351,CY58_1_CD45_B04_S976_comb,2,1,1,2,1,4,718,3,1,1,2,11,1,1,14,T Cell,4,2
352,CY58_1_CD45_F07_S1027_comb,2,1,2,2,10,1,1858,3,1,14,16,11,1,1,14,T Cell,1,2
353,Cy74_CD45_E09_S441_comb,2,1,2,2,1,4,1727,3,1,1,2,11,1,1,14,T Cell,4,2
354,Cy71_CD45_C03_S507_comb,8,2,3,3,5,2,15,9,8,12,3,29,2,9,3,Melanoma,2,1
355,Cy71_CD45_H08_S572_comb,12,2,3,3,6,2,15,9,8,12,3,29,2,5,3,Melanoma,2,1
356,Cy81_FNA_CD45_B12_S312_comb,7,2,3,3,5,2,3,1,8,8,13,26,2,8,10,Melanoma,2,1
357,Cy74_CD45_H07_S475_comb,3,1,4,1,11,1,2047,4,3,10,14,1,4,3,7,B Cell,1,3
358,Cy81_FNA_CD45_H04_S376_comb,7,2,3,3,5,2,3,1,8,8,13,26,2,8,10,Melanoma,2,1
359,Cy81_FNA_CD45_C04_S220_comb,5,1,2,5,10,1,2075,3,1,14,5,8,1,1,14,T Cell,1,2
360,Cy72_CD45_D05_S713_comb,3,1,4,1,11,3,444,4,3,7,12,3,4,3,7,B Cell,3,3
361,Cy81_Bulk_CD45_D04_S136_comb,7,2,3,6,5,2,3,6,8,8,13,26,6,8,3,Melanoma,2,1
362,Cy81_FNA_CD45_H08_S380_comb,7,2,3,6,5,2,3,1,8,8,13,26,6,8,10,Melanoma,2,1
363,Cy71_CD45_B11_S503_comb,6,2,3,3,6,2,15,9,8,12,3,29,2,5,3,Melanoma,2,1
364,Cy71_CD45_H02_S566_comb,6,2,3,3,5,2,15,9,8,12,3,29,2,5,3,Melanoma,2,1
365,Cy74_CD45_F06_S450_comb,2,1,1,2,1,3,1459,3,1,9,15,11,1,1,14,T Cell,3,2
366,Cy71_CD45_G07_S559_comb,1,1,2,4,10,1,2432,2,2,18,10,5,3,1,14,T Cell,1,2
367,Cy71_CD45_D02_S518_comb,9,2,7,1,8,3,10,5,5,5,7,22,7,7,13,Macrophage,3,4
368,Cy80_II_CD45_C01_S889_comb,12,2,3,6,6,2,2244,1,8,17,3,28,6,9,3,Melanoma,2,1
369,Cy71_CD45_G03_S555_comb,12,2,3,3,5,2,15,9,8,12,3,29,2,9,3,Melanoma,2,1
370,Cy80_II_CD45_E12_S924_comb,12,2,3,3,6,2,4,1,8,13,13,28,2,10,11,Melanoma,2,1
371,Cy80_II_CD45_B08_S884_comb,8,2,3,3,6,2,4,1,8,13,13,28,2,10,11,Melanoma,2,1
372,Cy80_II_CD45_E06_S918_comb,12,2,3,3,6,2,4,1,8,13,13,28,2,10,11,Melanoma,2,1
373,Cy71_CD45_E08_S536_comb,6,2,3,3,6,2,15,9,8,12,3,29,2,5,3,Melanoma,2,1
374,Cy74_CD45_C09_S417_comb,2,1,2,2,10,1,2361,3,1,14,16,8,1,1,14,T Cell,1,2
375,Cy74_CD45_C08_S416_comb,5,1,2,5,10,1,2145,3,1,18,5,8,3,1,14,T Cell,1,2
376,Cy71_CD45_B06_S498_comb,6,2,3,6,5,2,799,9,8,12,3,29,2,5,3,Melanoma,2,1
377,Cy72_CD45_E12_S732_comb,1,1,2,4,10,1,928,2,2,18,10,5,3,1,14,T Cell,1,2
378,CY58_1_CD45_C08_S992_comb,2,1,2,2,10,1,1321,3,1,14,16,14,1,1,14,T Cell,1,2
379,Cy74_CD45_E01_S433_comb,1,1,2,5,10,1,2532,3,1,18,5,17,3,1,14,T Cell,1,2
380,Cy72_CD45_E05_S725_comb,1,1,6,4,10,1,2570,2,2,4,10,5,3,2,14,T Cell,1,2
381,Cy80_II_CD45_A02_S866_comb,12,2,3,3,6,2,4,1,8,13,13,28,2,10,11,Melanoma,2,1
382,Cy80_II_CD45_D07_S907_comb,6,2,3,6,6,2,4,1,8,17,3,28,6,1,3,Melanoma,2,1
383,CY58_1_CD45_D01_S997_comb,5,1,2,5,10,1,2412,3,1,18,5,18,3,1,14,NK,1,7
384,Cy74_CD45_B10_S406_comb,2,1,2,2,1,3,2504,3,1,9,15,11,1,1,14,T Cell,3,2
385,Cy72_CD45_F11_S743_comb,1,1,6,5,10,1,2572,7,1,4,10,5,3,2,14,T Cell,1,2
386,Cy72_CD45_C09_S705_comb,1,1,2,5,10,1,2443,2,2,18,10,18,3,1,14,T Cell,1,2
387,Cy80_II_CD45_H03_S951_comb,15,2,3,6,3,5,1391,12,7,19,6,25,6,13,12,CAF,5,6
388,Cy72_CD45_H05_S761_comb,3,1,4,1,11,1,1639,4,3,10,14,1,4,3,7,B Cell,1,3
389,CY58_1_CD45_B07_S979_comb,1,1,2,5,10,3,1729,3,1,18,15,17,3,1,14,T Cell,3,2
390,Cy81_FNA_CD45_F10_S358_comb,7,2,3,3,5,2,3,1,8,8,13,26,2,8,10,Melanoma,2,1
391,Cy71_CD45_E04_S532_comb,13,1,1,7,4,3,1,3,1,2,9,9,7,9,14,T Cell,3,2
392,Cy80_II_CD45_F10_S934_comb,12,2,3,3,6,2,4,1,8,13,13,28,2,10,11,Melanoma,2,1
393,Cy81_Bulk_CD45_G02_S170_comb,7,1,6,6,3,1,2711,6,4,15,4,26,6,8,9,Melanoma,1,1
394,Cy80_II_CD45_D12_S912_comb,12,2,3,6,6,2,4,1,8,17,3,28,6,5,3,Melanoma,2,1
395,Cy72_CD45_F09_S741_comb,1,1,6,5,10,1,2671,7,1,18,10,18,3,1,14,T Cell,1,2
396,Cy71_CD45_A03_S483_comb,6,2,3,3,5,2,15,9,8,12,3,29,2,5,3,Melanoma,2,1
397,Cy71_CD45_G04_S556_comb,2,1,1,2,1,3,1218,3,1,9,15,11,1,1,14,T Cell,3,2
398,Cy81_FNA_CD45_C02_S314_comb,7,2,3,3,5,2,3,1,8,8,13,26,2,8,10,Melanoma,2,1
399,Cy81_FNA_CD45_G05_S269_comb,2,1,2,2,1,4,2357,3,1,1,2,8,1,1,14,T Cell,4,2
400,Cy81_FNA_CD45_H07_S283_comb,1,1,2,5,10,1,2663,3,1,18,5,17,3,1,14,T Cell,1,2
401,Cy81_Bulk_CD45_E01_S145_comb,7,2,3,3,5,2,3,1,8,8,13,26,2,8,8,Melanoma,2,1
402,Cy71_CD45_G10_S562_comb,2,1,1,2,1,3,1,3,1,9,15,11,1,1,14,T Cell,3,2
403,CY58_1_CD45_B05_S977_comb,2,1,2,2,10,1,1737,3,1,14,5,11,3,1,14,T Cell,1,2
404,Cy81_FNA_CD45_B07_S211_comb,1,1,2,5,10,1,2675,2,2,18,10,18,3,1,15,T Cell,1,2
405,CY58_1_CD45_C06_S990_comb,1,1,2,5,10,1,2601,2,2,18,10,5,3,1,14,T Cell,1,2
406,Cy80_II_CD45_C04_S892_comb,12,2,3,3,6,2,4,1,8,13,13,28,2,10,11,Melanoma,2,1
407,Cy81_Bulk_CD45_C11_S131_comb,7,2,3,3,6,2,3,1,8,8,13,26,2,8,3,Melanoma,2,1
408,Cy71_CD45_B01_S493_comb,6,2,3,6,5,2,15,9,8,12,3,29,2,5,3,Melanoma,2,1
409,Cy72_CD45_A02_S674_comb,1,1,2,5,10,1,2447,2,2,18,10,5,3,1,14,T Cell,1,2
410,Cy71_CD45_E09_S537_comb,6,2,3,3,6,2,15,9,8,12,3,29,2,5,3,Melanoma,2,1
411,Cy74_CD45_B04_S400_comb,2,1,1,2,1,3,612,3,1,9,15,11,1,1,14,T Cell,3,2
412,Cy72_CD45_H11_S767_comb,1,1,2,5,10,1,2482,2,2,18,10,5,3,1,14,T Cell,1,2
413,Cy81_Bulk_CD45_F10_S166_comb,14,2,9,7,3,5,2345,6,7,21,6,25,6,12,12,Endothelial,5,5
414,Cy81_FNA_CD45_C07_S319_comb,7,2,3,3,5,2,3,1,8,8,13,26,2,8,10,Melanoma,2,1
415,Cy80_II_CD45_B04_S880_comb,14,2,9,7,3,5,88,8,7,21,6,25,6,12,12,Endothelial,5,5
416,Cy80_II_CD45_B10_S886_comb,12,2,3,3,6,2,4,1,8,13,13,28,2,10,11,Melanoma,2,1
417,Cy74_CD45_E11_S443_comb,2,1,1,2,1,3,1711,3,1,9,15,11,1,1,14,T Cell,3,2
418,Cy74_CD45_H04_S472_comb,2,1,2,5,10,1,2306,3,1,14,5,11,1,1,14,T Cell,1,2
419,Cy71_CD45_G12_S564_comb,6,2,3,3,6,2,15,9,8,12,3,29,2,5,3,Melanoma,2,1
420,Cy72_CD45_E07_S727_comb,5,1,2,2,10,1,1834,3,1,14,16,8,1,1,14,T Cell,1,2
421,Cy81_FNA_CD45_H09_S285_comb,1,1,2,5,10,1,2612,2,2,18,10,5,3,1,14,T Cell,1,2
422,Cy81_FNA_CD45_F05_S353_comb,7,2,3,6,3,5,641,1,7,19,13,26,6,8,3,Melanoma,5,1
423,Cy74_CD45_D07_S427_comb,5,1,2,5,10,3,2327,3,1,9,15,11,1,1,14,T Cell,3,2
424,cy80_Cd45_pos_PD1_pos_B09_S45_comb,5,1,1,7,10,1,516,2,1,4,5,12,1,2,14,T Cell,1,2
425,cy80_Cd45_pos_Pd1_neg_S366_H06_S366_comb,3,1,4,1,11,1,1985,4,3,10,14,1,4,3,7,B Cell,1,3
426,cy80_Cd45_pos_Pd1_neg_S202_A10_S202_comb,3,1,4,7,11,3,173,4,3,7,12,1,4,3,7,B Cell,3,3
427,cy80_Cd45_pos_Pd1_neg_S201_A09_S201_comb,3,1,4,1,11,1,325,4,3,10,14,1,4,3,7,B Cell,1,3
428,cy80_Cd45_pos_Pd1_neg_S221_B05_S221_comb,3,1,4,1,11,1,997,4,3,10,14,1,4,3,7,B Cell,1,3
429,cy80_Cd45_pos_PD1_pos_A03_S15_comb,3,1,4,5,11,3,1,4,3,7,12,2,4,3,7,B Cell,3,3
430,cy80_Cd45_pos_PD1_pos_B11_S47_comb,1,1,1,7,10,1,588,2,1,4,5,12,1,2,14,T Cell,1,2
431,cy80_Cd45_pos_PD1_pos_S189_H09_S189_comb,5,1,1,7,10,1,523,2,1,4,5,12,1,2,14,T Cell,1,2
432,cy80_Cd45_pos_PD1_pos_A05_S17_comb,5,1,1,7,10,1,1,2,1,4,5,12,1,2,14,T Cell,1,2
433,cy80_Cd45_pos_PD1_pos_C02_S62_comb,5,1,1,7,4,3,248,2,1,20,15,12,1,2,14,T Cell,3,2
434,cy80_Cd45_pos_PD1_pos_D12_S96_comb,3,1,4,7,11,1,247,10,3,6,14,3,4,3,14,Melanoma,1,1
435,cy80_Cd45_pos_PD1_pos_S165_G09_S165_comb,2,1,1,7,10,1,680,2,1,14,5,8,1,2,14,T Cell,1,2
436,cy80_Cd45_pos_PD1_pos_S115_E07_S115_comb,2,1,1,2,1,1,432,3,1,14,16,8,1,2,14,T Cell,1,2
437,cy80_Cd45_pos_Pd1_neg_S294_E06_S294_comb,3,1,4,7,11,1,550,4,3,10,14,1,4,3,7,B Cell,1,3
438,cy80_Cd45_pos_PD1_pos_C07_S67_comb,5,1,1,5,1,3,1,2,1,20,15,12,1,2,14,T Cell,3,2
439,cy80_Cd45_pos_Pd1_neg_S228_B12_S228_comb,5,1,6,4,10,1,1494,3,1,14,16,15,1,2,14,Melanoma,1,1
440,cy80_Cd45_pos_Pd1_neg_S370_H10_S370_comb,3,1,4,7,11,1,224,4,3,10,14,1,4,3,7,B Cell,1,3
441,cy80_Cd45_pos_Pd1_neg_S196_A04_S196_comb,1,1,6,2,9,1,2681,7,4,22,8,17,3,2,9,T Cell,1,2
442,cy80_Cd45_pos_PD1_pos_S120_E12_S120_comb,1,1,2,4,10,1,1491,2,1,4,5,12,1,2,14,T Cell,1,2
443,cy80_Cd45_pos_Pd1_neg_S272_D08_S272_comb,1,1,6,4,10,1,2600,2,2,4,10,5,3,2,9,T Cell,1,2
444,cy80_Cd45_pos_PD1_pos_S159_G03_S159_comb,2,1,1,7,1,1,844,3,1,14,16,8,1,2,14,T Cell,1,2
445,cy80_Cd45_pos_PD1_pos_S138_F06_S138_comb,5,1,1,4,10,1,1042,2,1,4,5,12,1,2,14,T Cell,1,2
