GeneSym	Count_NonImmune	NonImmuneEnrichment
FAM69A	7	0.10
PAPPA2	7	0.10
215143_at	7	0.10
213776_at	7	0.10
TAT	7	0.10
DKFZP564O0823	7	0.10
MYBL2	7	0.10
SPRY4	7	0.10
PZP	7	0.10
STAB1	7	0.10
TMEM40	7	0.10
RASL11B	7	0.10
GNAI3	7	0.10
HISPPD2A	7	0.10
NLK	7	0.10
SMYD3	7	0.10
STAM2	7	0.10
PIK3C2B	7	0.10
ARHGEF6	7	0.10
CDCP1	7	0.10
CD58	7	0.10
ACOT11	7	0.10
DFNB31	7	0.10
SLC16A4	7	0.10
SYCP1	7	0.10
NBR1	7	0.10
204552_at	7	0.10
MPPED1	7	0.10
BAG2	7	0.10
ANO1	7	0.10
SLC2A3	7	0.10
SNX27	7	0.10
AKAP1	7	0.10
RIMS1	7	0.10
SLC19A2	7	0.10
CSNK2A2	7	0.10
EML1	7	0.10
CD2AP	7	0.10
DYRK4	7	0.10
PET112L	7	0.10
LOC388931	7	0.10
RMND5B	7	0.10
MRAS	7	0.10
TCF7L2	7	0.10
217481_x_at	7	0.10
CCHCR1	7	0.10
TDRD7	7	0.10
BCL3	7	0.10
BAZ1A	7	0.10
CAPN1	7	0.10
NLGN1	7	0.10
SH3BGRL	7	0.10
PDE4D	7	0.10
ERO1LB	7	0.10
PER2	7	0.10
MED7	7	0.10
POU1F1	7	0.10
TSPAN9	7	0.10
PELI1	7	0.10
ATF7IP2	7	0.10
NUCB2	7	0.10
201124_at	7	0.10
LSM7	7	0.10
MRPL2	7	0.10
IMPAD1	7	0.10
CCL11	7	0.10
C20orf11	7	0.10
ANO10	7	0.10
GOLGA2	7	0.10
SEC24D	7	0.10
DOM3Z	7	0.10
CCND3	7	0.10
P2RY5	7	0.10
LIMS2	7	0.10
OBFC1	7	0.10
SYNCRIP	7	0.10
PCTP	7	0.10
ZNF552	7	0.10
RPA3	7	0.10
CDS2	7	0.10
GLT25D1	7	0.10
C9orf91	7	0.10
DNASE1L1	7	0.10
GIYD1	7	0.10
DNAJB6	7	0.10
SS18L1	7	0.10
MRPL35	7	0.10
SNX15	7	0.10
TBXA2R	7	0.10
VPS37B	7	0.10
ANKHD1	7	0.10
SCAPER	7	0.10
GART	7	0.10
TLE1	7	0.10
SLC11A2	7	0.10
ACBD3	7	0.10
SLC25A20	7	0.10
CDKN2A	7	0.10
TM9SF1	7	0.10
STK24	7	0.10
DFFA	7	0.10
TIMM23	7	0.10
210973_s_at	7	0.10
216028_at	7	0.10
UBE2D2	7	0.10
214182_at	7	0.10
KIR3DX1	7	0.10
220628_s_at	7	0.10
DBR1	7	0.10
SGSH	7	0.10
TMEM2	7	0.10
DKC1	7	0.10
NEU1	7	0.10
EDEM2	7	0.10
ACADS	7	0.10
CCDC28B	7	0.10
SCP2	7	0.10
IKBKB	7	0.10
SMPD4	7	0.10
LOC220594	7	0.10
SAP18	7	0.10
RBM12	7	0.10
CSN2	7	0.10
CUL4B	7	0.10
KATNA1	7	0.10
LOC440295	7	0.10
ELAVL1	7	0.10
CNN2	7	0.10
216348_at	7	0.10
RSBN1	7	0.10
APOL1	7	0.10
221582_at	7	0.10
ABCD1	7	0.10
213006_at	7	0.10
RPRD1A	7	0.10
LRRFIP2	7	0.10
BAP1	7	0.10
COQ10B	7	0.10
214920_at	7	0.10
ABCA1	7	0.10
C6orf130	7	0.10
UBE2L6	7	0.10
PCTK2	7	0.10
UBE2G2	7	0.10
GALC	7	0.10
PRKAG1	7	0.10
USP4	7	0.10
TERF2	7	0.10
GOLPH3L	7	0.10
217586_x_at	7	0.10
GPN1	7	0.10
AFFX-HUMRGE/M10098_M_at	7	0.10
PNRC2	7	0.10
222275_at	7	0.10
203327_at	7	0.10
MAP1S	7	0.10
OSBPL8	7	0.10
MAP3K4	7	0.10
FANCL	7	0.10
TUSC4	7	0.10
ZNF410	7	0.10
MTR	7	0.10
DDX19A	7	0.10
CSNK1A1	7	0.10
IFT52	7	0.10
ZC3H4	7	0.10
RNF103	7	0.10
ATP5SL	7	0.10
ST3GAL2	7	0.10
213153_at	7	0.10
SRC	7	0.10
LOC150786	7	0.10
RAD17	7	0.10
C10orf26	7	0.10
FAM20B	7	0.10
SDHC	7	0.10
CSE1L	7	0.10
TXNRD2	7	0.10
FLJ22222	7	0.10
208903_at	7	0.10
HNRNPC	7	0.10
PLEKHB2	7	0.10
HUS1	7	0.10
PTPLAD1	7	0.10
ADNP	7	0.10
TRIM26	7	0.10
LARP5	7	0.10
PRUNE	7	0.10
KIAA0895	7	0.10
SERINC3	7	0.10
C12orf10	7	0.10
GTDC1	7	0.10
VPS13D	7	0.10
SF3B4	7	0.10
XYLT1	7	0.10
TBC1D2B	7	0.10
213016_at	7	0.10
BCL10	7	0.10
THAP4	7	0.10
TCEB2	7	0.10
216958_s_at	7	0.10
SNRPB2	7	0.10
ZMYND8	7	0.10
221192_x_at	7	0.10
SLTM	7	0.10
GCC2	7	0.10
GOLGB1	7	0.10
ANKRD27	7	0.10
C19orf42	7	0.10
AARSD1	7	0.10
207133_x_at	7	0.10
PSMD11	7	0.10
222356_at	7	0.10
FAM172A	7	0.10
DNM1L	7	0.10
DDX24	7	0.10
BZW1	7	0.10
201581_at	7	0.10
MPHOSPH6	7	0.10
DRAP1	7	0.10
HSPD1	7	0.10
AQR	7	0.10
TMEM30A	7	0.10
ATG12	7	0.10
GOLGA4	7	0.10
212474_at	7	0.10
ALG8	7	0.10
DPP8	7	0.10
MTIF2	7	0.10
GGCT	7	0.10
206874_s_at	7	0.10
202353_s_at	7	0.10
212045_at	7	0.10
UPF3A	7	0.10
AES	7	0.10
FAM50A	7	0.10
NFYC	7	0.10
HSPC152	7	0.10
ENPP4	7	0.10
216246_at	7	0.10
MAPKSP1	7	0.10
FOXJ2	7	0.10
BCL7B	7	0.10
IKBKAP	7	0.10
FAM98A	7	0.10
202823_at	7	0.10
SP3	7	0.10
STT3A	7	0.10
PLA2G12A	7	0.10
GMPR2	7	0.10
202225_at	7	0.10
XPC	7	0.10
RAD23B	7	0.10
EID1	7	0.10
GRWD1	7	0.10
PLCXD1	7	0.10
C11orf68	7	0.10
DSPP	7	0.10
DNASE2	7	0.10
222368_at	7	0.10
SMS	7	0.10
OSBPL9	7	0.10
RASSF7	7	0.10
BCORL1	7	0.10
KIAA0913	7	0.10
ORAI3	7	0.10
SHOC2	7	0.10
PEX3	7	0.10
RABL4	7	0.10
MRPS11	7	0.10
UNC45A	7	0.10
216842_x_at	7	0.10
RPL23AP13	7	0.10
KIAA0146	7	0.10
GIT1	7	0.10
RIN1	7	0.10
SUPT6H	7	0.10
PRH2	6	0.09
KRT13	6	0.09
MYH7	6	0.09
TNNC2	6	0.09
PRM1	6	0.09
MYL1	6	0.09
TG	6	0.09
SPRR3	6	0.09
SEBOX	6	0.09
TFF1	6	0.09
GIF	6	0.09
KRT6C	6	0.09
PIP	6	0.09
MYLPF	6	0.09
MYH2	6	0.09
CSRP3	6	0.09
PYGM	6	0.09
TNNT1	6	0.09
CST4	6	0.09
HBG2	6	0.09
SLN	6	0.09
APOB	6	0.09
FABP1	6	0.09
AHSG	6	0.09
TPM2	6	0.09
CASQ2	6	0.09
INSL3	6	0.09
GC	6	0.09
CKMT2	6	0.09
FGA	6	0.09
MYOT	6	0.09
HP	6	0.09
IL6	6	0.09
TM4SF4	6	0.09
CYP2C19	6	0.09
ITIH2	6	0.09
KRT6A	6	0.09
IGFBP1	6	0.09
SLC5A1	6	0.09
PSCA	6	0.09
ROPN1B	6	0.09
HSD17B2	6	0.09
ZPBP	6	0.09
HSPB3	6	0.09
LOXL2	6	0.09
MMP1	6	0.09
TCAP	6	0.09
CEACAM6	6	0.09
MYL4	6	0.09
SPATA6	6	0.09
CASQ1	6	0.09
CYP2B7P1	6	0.09
UGT1A3	6	0.09
FABP3	6	0.09
NAT8	6	0.09
TFF3	6	0.09
LY6D	6	0.09
PON3	6	0.09
LIN28	6	0.09
214235_at	6	0.09
VWA5A	6	0.09
ACTL7A	6	0.09
CTSE	6	0.09
FXYD2	6	0.09
CYP4B1	6	0.09
FBN2	6	0.09
TKTL1	6	0.09
SGCG	6	0.09
SCARB1	6	0.09
CLDN3	6	0.09
PCDH24	6	0.09
DKKL1	6	0.09
CABYR	6	0.09
FSCN3	6	0.09
SLC26A4	6	0.09
214768_x_at	6	0.09
SERPINI2	6	0.09
KIAA1199	6	0.09
SPINLW1	6	0.09
NUSAP1	6	0.09
HSD11B2	6	0.09
SULF1	6	0.09
DKFZP434P211	6	0.09
CES1	6	0.09
ODAM	6	0.09
GABRP	6	0.09
PDE4DIP	6	0.09
TAC3	6	0.09
SLC25A37	6	0.09
219785_s_at	6	0.09
HRASLS	6	0.09
CHP2	6	0.09
205693_at	6	0.09
PTX3	6	0.09
FAT2	6	0.09
PTP4A3	6	0.09
DNASE1L3	6	0.09
SPAG6	6	0.09
CYLC2	6	0.09
222288_at	6	0.09
TNFAIP2	6	0.09
WDFY3	6	0.09
ALDH4A1	6	0.09
217148_x_at	6	0.09
SAA2	6	0.09
DUOX2	6	0.09
VSIG4	6	0.09
SCD	6	0.09
MARCKS	6	0.09
UTRN	6	0.09
SLC13A3	6	0.09
UGT2B15	6	0.09
NKX2-1	6	0.09
MN1	6	0.09
BUB1B	6	0.09
RGS16	6	0.09
ABHD2	6	0.09
COL21A1	6	0.09
KIAA0774	6	0.09
CCND1	6	0.09
TTK	6	0.09
WNT5A	6	0.09
DIRAS3	6	0.09
SSX2IP	6	0.09
FOXD1	6	0.09
C9orf9	6	0.09
DENND2D	6	0.09
STX3	6	0.09
ABCC3	6	0.09
PRSS21	6	0.09
TRAM2	6	0.09
DSC2	6	0.09
LRRC2	6	0.09
ACOX2	6	0.09
SECTM1	6	0.09
FAM164C	6	0.09
KL	6	0.09
PCK2	6	0.09
219721_at	6	0.09
LDHAL6B	6	0.09
TSKS	6	0.09
BGN	6	0.09
ITGB4	6	0.09
AGBL5	6	0.09
PPAP2C	6	0.09
RBM35A	6	0.09
WNT4	6	0.09
RASGRP1	6	0.09
TFAP2C	6	0.09
ALDH3B2	6	0.09
ELL3	6	0.09
USH1C	6	0.09
IFT122	6	0.09
NPPA	6	0.09
BIRC5	6	0.09
PTGES	6	0.09
SYNC	6	0.09
214596_at	6	0.09
DPEP3	6	0.09
MREG	6	0.09
VAV3	6	0.09
220858_at	6	0.09
AURKC	6	0.09
STBD1	6	0.09
ABCC2	6	0.09
PRPS1L1	6	0.09
KDELR1	6	0.09
OXCT2	6	0.09
IL13RA2	6	0.09
TTC12	6	0.09
RPL39L	6	0.09
RAMP2	6	0.09
EN2	6	0.09
CPM	6	0.09
SERPINA10	6	0.09
LOC729355	6	0.09
MYO16	6	0.09
QPRT	6	0.09
ACACB	6	0.09
APOC4	6	0.09
PRAME	6	0.09
PLAC8	6	0.09
NRP1	6	0.09
MOXD1	6	0.09
AASS	6	0.09
SOX15	6	0.09
TRIB3	6	0.09
MMP14	6	0.09
LEPREL1	6	0.09
COL4A6	6	0.09
PTPLA	6	0.09
MORC4	6	0.09
SLC39A8	6	0.09
TBC1D4	6	0.09
C1orf175	6	0.09
TBL2	6	0.09
201890_at	6	0.09
215613_at	6	0.09
SRGAP2	6	0.09
PPARG	6	0.09
FCN2	6	0.09
S100A8	6	0.09
KIF20A	6	0.09
PRKAG2	6	0.09
205316_at	6	0.09
KIF3A	6	0.09
SLC34A2	6	0.09
ST14	6	0.09
IDS	6	0.09
UGT1A7	6	0.09
FAM49A	6	0.09
DNAI2	6	0.09
DSE	6	0.09
ADAMTS2	6	0.09
LOC196993	6	0.09
DDAH2	6	0.09
217480_x_at	6	0.09
220122_at	6	0.09
IL33	6	0.09
PPM2C	6	0.09
KIR3DL1	6	0.09
209960_at	6	0.09
COBLL1	6	0.09
PLSCR2	6	0.09
HDHD3	6	0.09
RRAS2	6	0.09
MCM4	6	0.09
SMARCA4	6	0.09
CDC25B	6	0.09
BCHE	6	0.09
ALLC	6	0.09
LAMC3	6	0.09
PTGER4	6	0.09
DLGAP2	6	0.09
MST1R	6	0.09
ZBBX	6	0.09
FUT2	6	0.09
IL18	6	0.09
COIL	6	0.09
CABC1	6	0.09
NELL1	6	0.09
CYLC1	6	0.09
PRX	6	0.09
TWF1	6	0.09
POF1B	6	0.09
C4orf19	6	0.09
CCDC68	6	0.09
RAB27A	6	0.09
NPR1	6	0.09
DUSP5	6	0.09
CLTCL1	6	0.09
WDR62	6	0.09
TCIRG1	6	0.09
GRLF1	6	0.09
REC8	6	0.09
217157_x_at	6	0.09
TFEB	6	0.09
UCK2	6	0.09
SEC23A	6	0.09
SLC14A1	6	0.09
SLC27A2	6	0.09
PRKAR2A	6	0.09
BCL11A	6	0.09
BNC1	6	0.09
TNFAIP3	6	0.09
205889_s_at	6	0.09
FADS3	6	0.09
PTPRB	6	0.09
AGPAT2	6	0.09
GRM4	6	0.09
213388_at	6	0.09
LRP1B	6	0.09
217052_x_at	6	0.09
MNS1	6	0.09
ACP2	6	0.09
GFPT1	6	0.09
GALNT12	6	0.09
SHMT2	6	0.09
IPW	6	0.09
RAD23A	6	0.09
MCOLN1	6	0.09
211973_at	6	0.09
BMP7	6	0.09
C13orf27	6	0.09
MTFR1	6	0.09
LPA	6	0.09
TRADD	6	0.09
SLC25A12	6	0.09
SHC1	6	0.09
MAPK13	6	0.09
PDHA1	6	0.09
COL9A2	6	0.09
216609_at	6	0.09
204783_at	6	0.09
MYCT1	6	0.09
FLNB	6	0.09
CSNK1E	6	0.09
212256_at	6	0.09
C16orf71	6	0.09
TRIM13	6	0.09
GLT8D2	6	0.09
FGFR4	6	0.09
IL17RB	6	0.09
POMT1	6	0.09
PIM1	6	0.09
35148_at	6	0.09
CASP4	6	0.09
HIVEP2	6	0.09
WEE1	6	0.09
ACP1	6	0.09
204334_at	6	0.09
FAM57A	6	0.09
PIK3R1	6	0.09
ARRB2	6	0.09
GOLIM4	6	0.09
KLHDC10	6	0.09
HMGCS1	6	0.09
YIF1A	6	0.09
PPP1R9A	6	0.09
NP	6	0.09
DEGS1	6	0.09
PGCP	6	0.09
MAD2L1	6	0.09
LRRFIP1	6	0.09
213839_at	6	0.09
F2R	6	0.09
HHLA2	6	0.09
KLHL2	6	0.09
ARAP2	6	0.09
PPFIA1	6	0.09
TPST2	6	0.09
MYT1	6	0.09
GNB5	6	0.09
SKAP2	6	0.09
HYAL2	6	0.09
ANKLE2	6	0.09
TTLL5	6	0.09
213058_at	6	0.09
RAB33A	6	0.09
NFATC2IP	6	0.09
TNIK	6	0.09
PTEN	6	0.09
NFKB1	6	0.09
ATP6V1C1	6	0.09
DYRK3	6	0.09
TMEM127	6	0.09
LOC284441	6	0.09
RALA	6	0.09
TRIM14	6	0.09
DGKD	6	0.09
KCNV1	6	0.09
VGF	6	0.09
UBXN2B	6	0.09
ADRA2A	6	0.09
ATF3	6	0.09
211038_s_at	6	0.09
CTPS	6	0.09
NARF	6	0.09
PHLPPL	6	0.09
EFHC1	6	0.09
214420_s_at	6	0.09
214329_x_at	6	0.09
CENPN	6	0.09
TRIM23	6	0.09
UQCC	6	0.09
221973_at	6	0.09
AFG3L2	6	0.09
ASXL2	6	0.09
SFRP5	6	0.09
ACADSB	6	0.09
ITCH	6	0.09
TRIM38	6	0.09
THOC5	6	0.09
IFFO1	6	0.09
ATP10D	6	0.09
ITPR1	6	0.09
RACGAP1	6	0.09
SMAD6	6	0.09
PLEKHO2	6	0.09
221765_at	6	0.09
PIGV	6	0.09
LY75	6	0.09
SNRPD1	6	0.09
ANXA2P1	6	0.09
APPL2	6	0.09
NUP37	6	0.09
CERK	6	0.09
PCCA	6	0.09
FKBP4	6	0.09
SNRPC	6	0.09
CANT1	6	0.09
217583_at	6	0.09
AGK	6	0.09
ATG9A	6	0.09
BMPR1A	6	0.09
PBX3	6	0.09
INADL	6	0.09
TBC1D1	6	0.09
GSPT2	6	0.09
SKP1	6	0.09
221753_at	6	0.09
FAR2	6	0.09
IDE	6	0.09
SMURF2	6	0.09
ADO	6	0.09
CTDSP2	6	0.09
TRAK1	6	0.09
C6orf103	6	0.09
213802_at	6	0.09
BTBD2	6	0.09
PLEKHM1	6	0.09
EXOSC4	6	0.09
PTBP2	6	0.09
GNA14	6	0.09
PI4KB	6	0.09
STAU2	6	0.09
KIDINS220	6	0.09
HNRPDL	6	0.09
SERF1A	6	0.09
MCCC2	6	0.09
PAQR4	6	0.09
212468_at	6	0.09
MYCBP	6	0.09
217534_at	6	0.09
KIAA0152	6	0.09
AVEN	6	0.09
RPA1	6	0.09
RSL1D1	6	0.09
CHFR	6	0.09
SNORA70	6	0.09
NUP54	6	0.09
UNC84B	6	0.09
SP100	6	0.09
214241_at	6	0.09
SMAD5	6	0.09
GALT	6	0.09
HIST1H4C	6	0.09
216559_x_at	6	0.09
ZNF204	6	0.09
215307_at	6	0.09
KCTD9	6	0.09
PHF20	6	0.09
UBAP1	6	0.09
TATDN2	6	0.09
WDR1	6	0.09
TSR1	6	0.09
IVNS1ABP	6	0.09
COG8	6	0.09
SMAD2	6	0.09
UTP3	6	0.09
SRPK1	6	0.09
SNX6	6	0.09
RNF115	6	0.09
CAMTA2	6	0.09
COX4NB	6	0.09
NEDD4	6	0.09
IFNGR1	6	0.09
GP1BA	6	0.09
SMAD7	6	0.09
HIRA	6	0.09
UBE2G1	6	0.09
ATF1	6	0.09
PHIP	6	0.09
213703_at	6	0.09
SMPD1	6	0.09
SCD5	6	0.09
WBP4	6	0.09
PPP1CB	6	0.09
CRBN	6	0.09
MRPL39	6	0.09
ECSIT	6	0.09
PCGF3	6	0.09
EPS15	6	0.09
WDR91	6	0.09
EGR1	6	0.09
CRTAP	6	0.09
FOSL2	6	0.09
HNRNPR	6	0.09
JMJD1A	6	0.09
SNHG3-RCC1	6	0.09
SDHB	6	0.09
POLS	6	0.09
CECR5	6	0.09
NDUFC2	6	0.09
LAGE3	6	0.09
C4orf27	6	0.09
RCOR1	6	0.09
ZDHHC6	6	0.09
RCBTB1	6	0.09
SLC25A36	6	0.09
MTX2	6	0.09
210800_at	6	0.09
HSP90B1	6	0.09
CD320	6	0.09
HPS5	6	0.09
CSNK2A1	6	0.09
GNPTAB	6	0.09
UBP1	6	0.09
ATG3	6	0.09
ZZEF1	6	0.09
ANGEL2	6	0.09
PSMA7	6	0.09
ABCA5	6	0.09
VAMP3	6	0.09
PPM1B	6	0.09
213474_at	6	0.09
DERL2	6	0.09
C4orf8	6	0.09
EIF1AX	6	0.09
SPG11	6	0.09
CREBBP	6	0.09
SOCS3	6	0.09
VPS45	6	0.09
POP5	6	0.09
ICT1	6	0.09
GRAMD1C	6	0.09
SFRS1	6	0.09
NR1D2	6	0.09
YIPF6	6	0.09
SDCCAG1	6	0.09
RUFY1	6	0.09
EML3	6	0.09
VPS33B	6	0.09
TBC1D17	6	0.09
TSPAN31	6	0.09
SNX19	6	0.09
DOLK	6	0.09
208733_at	6	0.09
ASB8	6	0.09
HMG20A	6	0.09
RABGEF1	6	0.09
PSMD13	6	0.09
CUL4A	6	0.09
MTMR9	6	0.09
ZNF271	6	0.09
C14orf108	6	0.09
RAB1A	6	0.09
PPP1R12A	6	0.09
RAB7A	6	0.09
212044_s_at	6	0.09
SSNA1	6	0.09
NDUFA5	6	0.09
STX2	6	0.09
ECHDC1	6	0.09
214689_at	6	0.09
CTAGE5	6	0.09
ZDHHC17	6	0.09
215599_at	6	0.09
FBXW11	6	0.09
PIGG	6	0.09
XPOT	6	0.09
216954_x_at	6	0.09
PIGK	6	0.09
CDC2L5	6	0.09
215507_x_at	6	0.09
ATG4B	6	0.09
NAPG	6	0.09
ANGPTL4	6	0.09
G3BP1	6	0.09
SNRNP27	6	0.09
RNF11	6	0.09
CANX	6	0.09
UBA5	6	0.09
ATP8B1	6	0.09
AP2A2	6	0.09
41167	6	0.09
PMS2CL	6	0.09
DNAJC1	6	0.09
CLCN7	6	0.09
YARS2	6	0.09
PCBP1	6	0.09
ANKRD17	6	0.09
219353_at	6	0.09
DNAJA2	6	0.09
CAPZA2	6	0.09
LMAN2L	6	0.09
TLK1	6	0.09
BRD7	6	0.09
OGG1	6	0.09
SETD5	6	0.09
RHOT1	6	0.09
214107_x_at	6	0.09
KIAA0406	6	0.09
ASCC1	6	0.09
209255_at	6	0.09
DYNC1LI1	6	0.09
NUP133	6	0.09
ZNF444	6	0.09
GNAI2	6	0.09
FCF1	6	0.09
CGGBP1	6	0.09
203134_at	6	0.09
ZFAND5	6	0.09
ADSS	6	0.09
213803_at	6	0.09
213294_at	6	0.09
SLC39A1	6	0.09
CASZ1	6	0.09
ALKBH4	6	0.09
PSMC4	6	0.09
A26C1B	6	0.09
USP48	6	0.09
201067_at	6	0.09
AAAS	6	0.09
HSD17B7	6	0.09
SMG7	6	0.09
DMTF1	6	0.09
DAPP1	6	0.09
MYST1	6	0.09
LRRC37A2	6	0.09
PGC	5	0.07
HTN3	5	0.07
SMR3B	5	0.07
PRL	5	0.07
PRM2	5	0.07
STATH	5	0.07
SFTPA2	5	0.07
CLPS	5	0.07
HTN1	5	0.07
CYP17A1	5	0.07
CEL	5	0.07
KRT4	5	0.07
MYL3	5	0.07
NEB	5	0.07
MUC7	5	0.07
APOC3	5	0.07
ORM2	5	0.07
PHF7	5	0.07
CPA2	5	0.07
APOH	5	0.07
TNNI2	5	0.07
CTRC	5	0.07
KRT6B	5	0.07
FGG	5	0.07
SFTPB	5	0.07
PLN	5	0.07
LGALS7B	5	0.07
ABP1	5	0.07
LTF	5	0.07
CYP3A4	5	0.07
MYOZ2	5	0.07
TNP1	5	0.07
SMPX	5	0.07
TCP11	5	0.07
SCGB2A2	5	0.07
TPM3	5	0.07
C4BPA	5	0.07
ANXA10	5	0.07
ITIH4	5	0.07
ANKRD7	5	0.07
LOX	5	0.07
KBTBD10	5	0.07
TCN1	5	0.07
ZBED2	5	0.07
LOC81691	5	0.07
215734_at	5	0.07
PLG	5	0.07
PDLIM5	5	0.07
ODF1	5	0.07
SLC3A1	5	0.07
YBX2	5	0.07
CLCA1	5	0.07
COX6A2	5	0.07
215446_s_at	5	0.07
GREM1	5	0.07
CYP19A1	5	0.07
FN1	5	0.07
DDC	5	0.07
CXCL1	5	0.07
CST6	5	0.07
SPINK2	5	0.07
PKP1	5	0.07
KCNE2	5	0.07
GAPDHS	5	0.07
INHBA	5	0.07
FGL1	5	0.07
MGC4172	5	0.07
CXCL12	5	0.07
PRND	5	0.07
NEUROD1	5	0.07
KRT20	5	0.07
TPTE	5	0.07
GAGE12D	5	0.07
GSG1	5	0.07
SULT1C2	5	0.07
GAGE13	5	0.07
LDHC	5	0.07
ESR1	5	0.07
DIO1	5	0.07
UBQLN3	5	0.07
ODF2	5	0.07
POU2AF1	5	0.07
PI3	5	0.07
AKAP3	5	0.07
215118_s_at	5	0.07
ACSBG2	5	0.07
LYPD3	5	0.07
HSD11B1	5	0.07
CP	5	0.07
ACTL7B	5	0.07
CCT6B	5	0.07
APOBEC2	5	0.07
TM4SF20	5	0.07
DSC3	5	0.07
S100A9	5	0.07
216401_x_at	5	0.07
CLCA4	5	0.07
206515_at	5	0.07
ADH1A	5	0.07
ITGB1BP3	5	0.07
KCNJ15	5	0.07
BRD8	5	0.07
MYOM1	5	0.07
DSG3	5	0.07
SERPINA4	5	0.07
KCNK12	5	0.07
DDX4	5	0.07
UGT2B28	5	0.07
AREG	5	0.07
APOC2	5	0.07
SCEL	5	0.07
PDHA2	5	0.07
SLC6A16	5	0.07
KLK10	5	0.07
CFTR	5	0.07
HPN	5	0.07
CD163	5	0.07
MS4A4A	5	0.07
C5orf4	5	0.07
TSPY2	5	0.07
204704_s_at	5	0.07
MAF	5	0.07
ENPEP	5	0.07
FAP	5	0.07
BHMT2	5	0.07
TSSK2	5	0.07
DTNA	5	0.07
AKAP4	5	0.07
216984_x_at	5	0.07
LPIN1	5	0.07
ACRV1	5	0.07
FDXR	5	0.07
PGK2	5	0.07
ELF5	5	0.07
CLCA2	5	0.07
BRDT	5	0.07
209374_s_at	5	0.07
CCNA1	5	0.07
SLC6A10P	5	0.07
GNMT	5	0.07
EPS8L1	5	0.07
RHOD	5	0.07
FMO2	5	0.07
NKX2-5	5	0.07
CFHR2	5	0.07
APOF	5	0.07
ZMYND10	5	0.07
C5	5	0.07
GPD1	5	0.07
221648_s_at	5	0.07
DAZ2	5	0.07
VCAN	5	0.07
RTN2	5	0.07
BLNK	5	0.07
CHODL	5	0.07
214842_s_at	5	0.07
SSX9	5	0.07
APH1B	5	0.07
GSN	5	0.07
SOCS7	5	0.07
GPR87	5	0.07
FKBP10	5	0.07
CTSS	5	0.07
SIGLEC6	5	0.07
MEF2C	5	0.07
KCNJ8	5	0.07
PIAS2	5	0.07
TSGA10	5	0.07
LCAT	5	0.07
IL13RA1	5	0.07
EPOR	5	0.07
RFPL3S	5	0.07
C19orf36	5	0.07
ESPL1	5	0.07
DHRS9	5	0.07
C20orf195	5	0.07
CCNA2	5	0.07
ZNF750	5	0.07
SHMT1	5	0.07
LYZL6	5	0.07
TULP2	5	0.07
SLC38A3	5	0.07
COL17A1	5	0.07
TBX2	5	0.07
MUC4	5	0.07
219784_at	5	0.07
RAB38	5	0.07
TEX14	5	0.07
217235_x_at	5	0.07
ODZ3	5	0.07
STAT4	5	0.07
ZNF473	5	0.07
MYO7A	5	0.07
FCER1G	5	0.07
CD34	5	0.07
CIDEB	5	0.07
SLC10A1	5	0.07
AP1S1	5	0.07
FUT1	5	0.07
NUP155	5	0.07
CPN1	5	0.07
MINPP1	5	0.07
HSD17B3	5	0.07
CREM	5	0.07
ACSM5	5	0.07
ADORA2B	5	0.07
STAG3	5	0.07
SLC39A4	5	0.07
PTPRE	5	0.07
GNG4	5	0.07
KCNMB1	5	0.07
IL22RA1	5	0.07
CPD	5	0.07
GREB1	5	0.07
GRK4	5	0.07
YIPF5	5	0.07
EHF	5	0.07
ANKRD28	5	0.07
RBM38	5	0.07
CCIN	5	0.07
TP53TG5	5	0.07
RNF123	5	0.07
EPAS1	5	0.07
ARSE	5	0.07
ANKRD2	5	0.07
FOXF2	5	0.07
AIM1L	5	0.07
HSPA1L	5	0.07
EPHX2	5	0.07
ALOX15B	5	0.07
C10orf68	5	0.07
JMJD2D	5	0.07
ADH7	5	0.07
MCM2	5	0.07
SLC12A6	5	0.07
SULT1E1	5	0.07
EPHA2	5	0.07
EDNRB	5	0.07
PDE9A	5	0.07
NUAK2	5	0.07
CLEC4E	5	0.07
G6PD	5	0.07
P2RX4	5	0.07
FEZF2	5	0.07
DUSP6	5	0.07
IQCE	5	0.07
213183_s_at	5	0.07
EMCN	5	0.07
RPGRIP1	5	0.07
SDPR	5	0.07
221159_at	5	0.07
PRKCH	5	0.07
LEPRE1	5	0.07
FEM1B	5	0.07
SPDEF	5	0.07
NUP98	5	0.07
TERF1	5	0.07
CDC34	5	0.07
OIP5	5	0.07
OGN	5	0.07
FKBP6	5	0.07
TROAP	5	0.07
TIE1	5	0.07
NR5A2	5	0.07
RAB3B	5	0.07
PECAM1	5	0.07
PFKFB2	5	0.07
ROR1	5	0.07
RBMXL2	5	0.07
SLC22A5	5	0.07
RHOBTB1	5	0.07
MSX1	5	0.07
G6PC	5	0.07
SYDE1	5	0.07
ETFDH	5	0.07
CACNA2D3	5	0.07
CDCA8	5	0.07
C14orf143	5	0.07
ZC3H14	5	0.07
EYA2	5	0.07
CLMN	5	0.07
203213_at	5	0.07
GLTP	5	0.07
LRRC6	5	0.07
CCDC69	5	0.07
C2orf42	5	0.07
GDPD5	5	0.07
RPIA	5	0.07
RASAL1	5	0.07
CCNJL	5	0.07
TK1	5	0.07
BCL2	5	0.07
CCDC70	5	0.07
NR4A2	5	0.07
H3F3B	5	0.07
